user_id,product_id,reorder_count,product_name
8745,23102,1,Organic 1% Milk
8745,29586,1,Fresh Garlic
8776,1416,0,Organic Caesar Dressing
8776,4799,0,Shredded Parmesan
8776,12395,0,Plain Goat Milk Yogurt
8776,26604,0,Organic Blackberries
8776,28535,0,Cucumber & Garlic  Tzatziki
8776,39275,0,Organic Blueberries
8776,40706,0,Organic Grape Tomatoes
8776,47209,0,Organic Hass Avocado
8811,23191,0,Blood Orange Juice
8811,27715,1,Farmstand Flaxbread Egg and Vegetarian Bacon Breakfast Sandwich
8811,33752,1,Meatless Sausage Egg Gouda Sandwich
8811,46246,1,Organic Oolong Tea
9310,6489,0,Backyard Barbeque Potato Chips
9310,23645,0,Sour Cream & Onion Potato Chips
9310,24852,0,Banana
9310,25640,0,White Peach
9310,36802,0,Peach Nectar
9310,37687,0,Organic Spring Mix
9310,40852,0,Lactose Free Fat Free Milk
9310,45679,0,Gluten Free Cheddar Macaroni & Cheese Rice Pasta
9578,1402,1,Plain Soymilk Creamer
9578,24810,1,Organic Lightly Salted Brown Rice Cakes
9578,30154,0,Lemon Cupcakes
9578,34310,0,Organic Goddess Dressing
9578,34473,0,Gluten Free Vegan Penguinos Cupcakes
9578,41198,0,Classic Peanut Butter
9578,43490,0,Deluxe Orange Marmalade Fruit Spread
10185,1935,0,Whole Wheat Cookies Dark Chocolate
10185,16521,1,Walnut Halves & Pieces
10185,18224,1,Organic Low Fat Plain Yogurt
10185,18286,1,"Ramen, Vegan, Miso"
10185,21903,0,Organic Baby Spinach
10185,39275,0,Organic Blueberries
10185,43352,1,Raspberries
10185,46346,1,Sweet Potato Fries with Sea Salt
10185,47209,0,Organic Hass Avocado
10293,13176,1,Bag of Organic Bananas
10293,21267,1,Sourdough Bread
10293,24830,0,Organic Romaine
10293,30204,1,Coconut Spray Oil
10293,38689,1,Organic Reduced Fat Milk
10293,43122,1,Organic Bartlett Pear
10438,3464,0,"Organic Butterhead (Boston, Butter, Bibb) Lettuce"
10438,6765,0,Flat Fillets Anchovies
10438,8309,1,Nonfat Icelandic Style Strawberry Yogurt
10438,9076,1,Blueberries
10438,13176,1,Bag of Organic Bananas
10438,13263,1,Non Fat Acai & Mixed Berries Yogurt
10438,14992,0,Green Beans
10438,17794,1,Carrots
10438,24799,1,Vanilla Skyr Nonfat Yogurt
10438,28465,1,Icelandic Style Skyr Blueberry Non-fat Yogurt
10438,28985,1,Michigan Organic Kale
10438,30563,0,Strained Non-Fat Strawberry Icelandic Style Skyr Yogurt
10438,38693,1,Meyer Lemon
10438,38890,0,No Pulp Calcium & Vitamin D Pure Premium 100% Pure Orange Juice
10438,40706,1,Organic Grape Tomatoes
10438,42736,0,Unsalted Butter
10438,47029,0,Organic Greek Nonfat Yogurt With Mixed Berries
10438,48726,0,Organic Nonfat Greek Yogurt With Peaches
10447,10970,1,Chocolate Chip Cookie Mix
10447,20915,1,Mozzarella Light Low Moisture Part Skim String Cheese
10447,24514,1,Fig Newtons Fat Free Cookies
10447,26348,1,Mixed Fruit Fruit Snacks
10447,27344,1,Uncured Genoa Salami
10447,29315,1,Signature Pepperoni Crispy Thin Crust Pizza
10447,31573,1,Whole Grain Brown Ready Rice
10447,33129,1,Classic Hummus
10447,33326,1,Cheese Finely Shredded Mexican Four Cheese Blend Reduced Fat 2%
10447,40376,1,Steamfresh Sweet Peas
10447,41674,1,Reduced-fat Soft Cream Cheese
10447,43704,1,Low Carb Whole Wheat Tortillas
10447,45427,1,Deluxe Whole Lightly Salted Cashews
10447,47141,1,Cola
10447,47759,1,Mandarin Oranges
10548,141,1,Restaurant Style Organic Chia & Quinoa Tortilla Chips
10548,3464,0,"Organic Butterhead (Boston, Butter, Bibb) Lettuce"
10548,8053,1,Organic Pineapple Chunks
10548,8358,1,Uncooked Corn Tortillas
10548,8424,0,Broccoli Crown
10548,11576,1,Corn Chips
10548,11819,0,Laundry Detergent Free & Clear
10548,13984,1,Organic Mint
10548,17985,1,Uncooked Medium Flour Tortillas
10548,20084,1,Pineapple Apple Mint Organic Cold Pressed Juicd
10548,21616,1,Organic Baby Arugula
10548,21903,1,Organic Baby Spinach
10548,21910,1,Coconut Almond Creamer Blend
10548,21936,1,Vegetarian Refried Beans
10548,24964,1,Organic Garlic
10548,26209,1,Limes
10548,26717,1,Ginger Yuzu Scented Dish Soap
10548,27966,1,Organic Raspberries
10548,31242,1,Pico De Gallo Chunky Salsa
10548,35628,1,Organic Strawberry Smoothie
10548,39968,0,Miso Soup
10548,41665,1,Organic Mexican Blend Finely Shredded Cheese
10548,42265,1,Organic Baby Carrots
10548,43789,1,Organic Basil
10548,46667,0,Organic Ginger Root
10548,47209,1,Organic Hass Avocado
10548,47626,1,Large Lemon
10548,48099,1,Truffle Parmesan Macaroni & Cheese Bowl
10548,48287,1,Natural Chicken & Maple Breakfast Sausage Patty
10548,48491,1,"Tofu, Extra Firm"
10600,24489,1,Organic Whole Strawberries
10600,26369,1,Organic Roma Tomato
10600,35547,1,Organic Baby Kale
10600,42193,1,Chocolate Chip Cookie
10600,47626,1,Large Lemon
10600,47766,1,Organic Avocado
11128,4920,1,Seedless Red Grapes
11128,17794,1,Carrots
11128,34969,1,Red Vine Tomato
11128,37825,1,Organic Whole Wheat Fusilli
11128,39409,1,"Ginger Root Beer, Naturally Flavored Zero Calorie Soda, Caffeine Free"
11128,42347,1,Caffeine Free Diet Cola All Natural Soda
11128,47029,0,Organic Greek Nonfat Yogurt With Mixed Berries
11128,48726,0,Organic Nonfat Greek Yogurt With Peaches
11238,14084,1,Organic Unsweetened Vanilla Almond Milk
11238,21903,0,Organic Baby Spinach
11767,6849,1,Bone In Beef Rib Steak
11767,9051,1,Organic Lowfat Creamy Australian Style Orange Passion Fruit Yogurt
11767,10089,1,Dolmas
11767,14335,1,Phish Food® Ice Cream
11767,16874,1,Chocolate Fudge Brownie Ice Cream
11767,21137,1,Organic Strawberries
11767,27845,1,Organic Whole Milk
11767,27966,1,Organic Raspberries
11767,29589,1,Vanilla Chocolate Chip Ice Cream
11767,40310,1,Oven Roasted Turkey Breast
11767,40334,1,Organic White Pita Bread
11767,42445,1,Organic Plain Whole Milk Yogurt
11907,2132,1,Rosemary Olive Oil Bread
11907,2855,1,Organic Good Seed Bread
11907,5250,1,Blueberry Muffin Bar
11907,9517,1,Havarti Cheese
11907,10551,1,Banana Bread Fruit & Nut Bar
11907,13083,1,Lowfat Small Curd Cottage Cheese
11907,21903,1,Organic Baby Spinach
11907,21914,1,Peanut Butter & Jelly Fruit & Nut Food Bar
11907,22227,1,Coconut Cream Pie
11907,26629,1,Cherry Pie Fruit & Nut Bar
11907,28572,1,Premium Ice Cubes
11907,29574,1,Tempt Unsweetened Vanilla Hemp Milk
11907,30169,0,Total 2% All Natural Plain Greek Yogurt
11907,30742,1,Veggie Pepperoni Pizza
11907,33716,1,Apple Pie Fruit & Nut Food Bar
11907,33845,1,Organic YoBaby Vanilla Yogurt
11907,44329,1,Skillet Refried Red Beans Sautéed With Onion & Tomatillo
12049,16759,0,Organic Carrot Bunch
12611,2748,1,Organic Reduced Fat Omega-3 Milk
12611,6341,0,Brown Eggs
12611,19261,0,Rocky Mountain Sourdough Bread
12611,22113,1,Organi Cheddar Cheese Mild sliced
12611,31717,0,Organic Cilantro
12611,45504,0,Whole Organic Omega 3 Milk
12611,46900,0,Organic Chicken Noodle Soup
12611,47209,0,Organic Hass Avocado
12906,2450,1,Taco Seasoning
12906,4163,1,Spanish Rice Pilaf Mix
12906,4605,1,Yellow Onions
12906,9071,1,Navel Oranges Bag
12906,10504,0,Yukon Gold Potatoes 5lb Bag
12906,13198,1,85% Lean Ground Beef
12906,17181,1,Natural Goddess Dressing
12906,27316,1,"Trop50 No Pulp Orange Juice w/ Calcium + Vitamin D, 50% Less Sugar & Calories"
12906,28571,1,Pretzel Rods
12906,31487,1,Boomchickapop Sweet & Salty Kettle Corn
12906,43961,1,Organic Peeled Whole Baby Carrots
12906,47766,1,Organic Avocado
13112,5646,1,Organic Turkey Bacon
13112,9203,0,Dairy Free Coconut Milk Raspberry Yogurt Alternative
13112,11262,1,Extra Thick Whole Grain Rolled Oats
13112,12392,0,Organic Love Crunch Granola Dark Chocolate & Red Berries
13112,13740,1,Organic Summer Strawberry Bunny Fruit Snacks
13112,18027,1,Ezekiel 4:9 Bread Organic Sprouted Whole Grain
13112,18288,1,Sea Salt Potato Chips
13112,22935,1,Organic Yellow Onion
13112,23765,1,Organic Smoked Turkey Breast
13112,27344,1,Uncured Genoa Salami
13112,28277,1,Organic Black Truffles Dark Chocolate
13112,31506,1,Extra Virgin Olive Oil
13112,35522,1,Strawberry Protein Shake
13112,39561,1,Crackers Cheddar Bunnies Snack Packs
13112,45013,1,Apple Sauce
13112,45448,1,Peanut Butter Protein Replenishment Macrobar
13112,46709,0,Gluten Free Old Fashioned Rolled Oats
13834,38817,0,Sugarfree
14470,10621,0,Organic Purple Kale
14470,10749,1,Organic Red Bell Pepper
14470,17948,1,Frozen Organic Wild Blueberries
14470,21938,1,Green Bell Pepper
14470,26604,1,Organic Blackberries
14470,27966,1,Organic Raspberries
14470,28985,1,Michigan Organic Kale
14470,29117,0,Organic Gluten Free Sea Salt by the Seashore Multigrain Tortilla Chips
14470,35951,1,Organic Unsweetened Almond Milk
14470,37417,0,Gluten Free Pretzel Twists
14470,40173,1,Organic Gluten Free Rigatoni
14470,40545,1,Berry Medley
14470,47738,0,Dark Chocolate Mocha Granola Bars
14501,184,0,Kisses Milk Chocolate Candy
14501,3594,0,Milk Whole
14501,6195,0,Eggo Mini Homestyle Waffles
14501,8718,0,Crispy Seasoned Potato Puffs
14501,12481,0,Oreo Chocolate Sandwich Cookies
14501,17738,0,Organic Peach Oatmeal Banana Stage 2 Baby Food
14501,18487,0,Apples & Blueberries Stage 2 Baby Food
14501,19488,0,Select-A-Size White Paper Towels
14501,20378,0,Chicken Broth
14501,23734,0,Sour Cream
14501,24004,0,Goldfish Parmesan Baked Snack Crackers
14501,24852,0,Banana
14501,25241,0,Chocolate Peppermint Crunch Ice Cream
14501,28137,0,Chicken & Vegetable Dumplings Potstickers
14501,32519,0,Honey Maid Fresh Stack Honey Grahams
14501,33000,0,Pure Irish Butter
14501,33651,0,Harvest Cheddar Multigrain Chips
14501,40348,0,Large Burrito Flour Tortillas
14501,40421,0,Apple Butternut Squash Baby Food
14501,41290,0,Lemonade
14501,44787,0,Stage 1 - Just Prunes
14501,46175,0,Half Baked® Ice Cream
14501,46650,0,Special Reserve Extra Sharp Cheddar Cheese
14501,49060,0,Soup & Oyster Crackers
14501,49363,0,Freshly made pasta in a 100% Real Cheddar cheese sauce Macaroni & Cheese
14501,49678,0,Large Chicken & Cheese Taquitos
14771,4920,1,Seedless Red Grapes
14771,5351,1,Smoked Whitefish Salad
14771,25588,1,Seedless Small Watermelon
14771,29223,1,Golden Pineapple
14771,47788,1,Honeydew Melon
14800,23106,0,Pomegranate on the Bottom Non-Fat Greek Yogurt
14800,29628,0,Ultra Strong Toilet Paper Double Rolls Bathroom Tissue
14800,33791,0,Raspberry on the Bottom Nonfat Greek Yogurt
14800,36307,1,Milano Double Chocolate Cookies
14800,44156,0,Strawberry on the Bottom Nonfat Greek Yogurt
14820,19736,0,Rosemary Crackers
14820,26559,0,"Dishwasher Detergent, Fresh Scent"
14850,1172,0,Organic Berry Fuel Energy Drink
14850,11560,1,"Wild Kippers, Wild, Smoked"
14850,13712,0,Cold Brew Coffee Double Espresso with Almond Milk
14850,15153,1,Blue Machine Boosted 100% Juice Smoothie
14850,18510,0,Peppermint Mocha Cold Brew Coffee With Almond Milk
14850,24838,0,Unsweetened Almondmilk
14850,26165,1,Electrolyte Enhanced Water
14850,26683,1,Cafe Latte Pure Lightly Sweetened Iced Coffee With Almond Milk
14850,38925,1,Lightly Smoked Portuguese Sardines in Cayenne Pepper with Extra Virgin Olive Oil
14850,40824,1,Vegan Sour Cream & Onion Kettle Chips
14850,43633,1,Lightly Smoked Sardines in Olive Oil
15000,5994,1,Traditional Refried Beans
15000,47209,1,Organic Hass Avocado
15000,48487,1,Blue Corn Taco Dinner Kit
15380,7736,0,Premium Original Saltine Crackers
15380,8016,0,Healthy Request Chunky Chicken Noodle Soup
15380,12916,0,Ginger Ale
15380,16797,0,Strawberries
15380,21884,0,Home Style Chicken Noodle Soup
15380,22474,0,Cheddar Bunnies Snack Crackers
15380,29941,0,Red Plums
15380,30095,0,Thirst Quencher Lemon-Lime
15380,30352,0,Goldfish Original Baked Snack Crackers
15380,31577,0,Whole Wheat Bunnies Baked Snack Crackers
15380,33655,0,Strawberry Jelly
15578,2429,1,"Seriously Sharp Cheddar Cheese Cracker Cut Slices,"
15578,4945,1,Large Pineapple Chunks
15578,7503,1,Whole Almonds
15578,14195,1,63% Dark Chocolate Sea Salt & Nibs Bar
15578,16083,1,Organic Large Brown Eggs
15578,19322,1,Original Flax Milk Dairy Free Protein+
