order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1394737,76189,prior,3,0,18,30.0
487573,67603,prior,21,3,06,6.0
3161915,118979,prior,2,4,08,27.0
1549056,156636,prior,38,2,19,10.0
2722524,45664,prior,22,5,10,3.0
2380472,57080,prior,7,4,17,12.0
531161,184058,prior,22,5,18,5.0
1896049,184396,train,46,3,21,3.0
1159605,73154,prior,67,0,12,4.0
745109,73145,prior,10,1,20,4.0
2727293,34151,test,9,2,12,7.0
1402281,48925,prior,6,0,16,3.0
2873319,17084,prior,46,6,16,5.0
788861,89458,prior,3,0,18,30.0
701600,6641,prior,3,6,16,8.0
1163032,144304,prior,78,6,10,5.0
236047,7455,prior,5,4,18,30.0
1166275,101338,prior,14,0,17,2.0
604288,100687,prior,6,5,13,24.0
2375943,95812,prior,5,1,12,8.0
3077243,116058,prior,6,4,12,3.0
1018951,81314,prior,16,3,08,2.0
2745483,102419,prior,2,4,14,6.0
297631,120845,prior,5,6,16,14.0
2289550,87423,prior,25,3,08,3.0
1201822,191376,prior,2,2,08,26.0
1498198,44601,prior,16,0,12,12.0
328387,159472,prior,16,3,13,13.0
542708,149122,prior,4,5,16,11.0
1357543,103118,prior,17,6,19,5.0
3023474,83168,prior,2,0,14,15.0
849136,67832,prior,3,3,11,14.0
2238288,177054,prior,2,3,03,30.0
1688590,179996,prior,2,2,11,17.0
622550,29909,prior,19,6,07,12.0
709600,49471,test,16,2,10,21.0
2358879,155933,prior,2,1,11,14.0
902201,28847,prior,12,1,07,6.0
2518404,161614,prior,44,1,12,17.0
2195649,33061,prior,8,1,18,16.0
2679711,147243,prior,36,2,15,8.0
1204748,100801,prior,20,1,15,10.0
66430,189425,prior,42,6,07,4.0
1194075,124840,prior,9,0,09,30.0
815520,4296,prior,1,1,11,
1364908,129306,prior,5,6,13,8.0
272392,150313,prior,98,4,13,0.0
3083326,71066,prior,4,2,15,5.0
1811416,25482,prior,8,0,08,30.0
1088494,109879,prior,27,6,09,2.0
2648782,199004,prior,20,6,20,10.0
1709211,90103,prior,17,0,17,6.0
235588,174054,prior,58,4,11,7.0
750872,160489,prior,56,0,09,7.0
679121,78477,prior,5,4,21,6.0
611973,179455,prior,23,6,08,7.0
1221531,144182,prior,5,6,21,15.0
2341856,21326,prior,2,2,17,3.0
924512,190665,prior,5,0,11,12.0
701736,187103,prior,17,1,17,2.0
3211093,116523,prior,3,4,13,30.0
807997,31805,prior,12,1,14,21.0
3230394,177684,prior,36,6,10,8.0
3200326,182896,prior,59,5,16,4.0
2959856,20046,prior,46,3,15,2.0
1021050,65777,prior,3,2,10,5.0
799803,124908,prior,2,1,17,13.0
2640590,121568,prior,23,3,21,5.0
3329766,13736,prior,59,5,20,3.0
3014418,18734,prior,6,1,14,15.0
1294573,35324,prior,2,0,15,6.0
1882173,95608,prior,1,1,10,
964211,64494,prior,10,4,17,30.0
768901,98161,prior,10,4,19,16.0
1634038,172646,prior,34,4,17,1.0
1028678,102559,prior,1,5,08,
1393284,123910,prior,52,5,16,4.0
2092854,73309,prior,8,6,17,6.0
73060,130467,prior,10,3,17,7.0
1489460,186354,prior,41,1,15,2.0
1863550,59009,prior,16,5,14,7.0
2383058,37980,prior,3,1,09,19.0
1948818,187218,prior,11,1,20,7.0
2472659,198496,prior,13,4,10,3.0
3054190,113211,prior,12,3,09,9.0
932842,164966,prior,3,1,13,30.0
1660294,146548,prior,13,5,14,5.0
2770231,180195,prior,20,1,12,14.0
77112,136220,prior,4,0,07,17.0
952587,205328,prior,5,5,20,20.0
5636,189337,prior,5,3,20,30.0
2953961,61160,prior,41,6,16,4.0
2849519,178509,prior,7,0,12,6.0
2774428,40939,prior,2,0,14,8.0
2740433,138467,prior,7,5,09,30.0
1547023,40507,prior,6,3,11,3.0
610297,185912,prior,7,2,10,0.0
1036197,205925,prior,12,3,01,13.0
2287852,27952,prior,4,2,10,4.0
1855188,74287,prior,11,5,16,1.0
2016899,18090,prior,5,0,16,8.0
3190059,202459,prior,40,3,14,6.0
1297195,15862,prior,24,1,12,7.0
2155722,132007,prior,1,6,09,
2238109,197180,prior,17,0,12,21.0
2954833,128357,prior,16,2,15,2.0
155443,21157,prior,11,6,07,20.0
606885,196622,prior,7,5,14,7.0
491736,157363,prior,23,5,16,6.0
1647600,28484,prior,6,3,12,19.0
1432826,97407,prior,11,5,16,21.0
1557056,41442,prior,17,3,06,3.0
1103202,153119,prior,5,5,22,5.0
1496001,35719,prior,59,1,08,7.0
2496065,35708,prior,2,0,21,30.0
2639337,169966,prior,11,6,11,6.0
2621294,18385,prior,9,2,23,16.0
2129362,28681,prior,40,1,15,3.0
470545,199916,prior,9,6,16,5.0
3188409,88069,prior,3,5,11,4.0
437589,164041,prior,3,2,10,4.0
2036010,187220,train,9,5,10,7.0
3278516,74194,prior,3,2,11,5.0
3041182,144453,prior,12,6,08,12.0
767676,162610,prior,2,5,16,7.0
2951116,70309,prior,57,5,13,5.0
137634,133300,prior,3,5,18,20.0
199553,201624,prior,6,6,08,18.0
2655269,55757,prior,2,1,09,14.0
2427963,191361,prior,13,3,12,30.0
1641634,49291,prior,6,5,15,12.0
2195408,8290,prior,19,6,10,6.0
1586534,38173,prior,44,0,19,11.0
3160151,96817,prior,30,0,15,3.0
3244566,179511,prior,12,2,16,6.0
2827502,94058,prior,21,3,13,14.0
2473419,67249,prior,28,0,07,5.0
1948070,132377,prior,32,0,09,1.0
2326147,93418,prior,38,1,12,7.0
3411482,176855,prior,5,3,15,5.0
2942939,119123,prior,5,1,11,4.0
175046,34229,prior,8,2,11,6.0
3056354,13228,prior,11,4,07,11.0
2489135,91057,prior,5,1,17,14.0
3235284,130035,prior,20,0,14,20.0
2627412,131601,prior,42,3,09,6.0
119379,135384,prior,10,5,17,7.0
3382505,11871,prior,50,0,14,3.0
889023,86174,prior,3,4,19,12.0
1148560,104866,prior,7,0,11,7.0
636490,42238,prior,32,6,15,7.0
2016288,205958,prior,9,4,11,7.0
1213107,179058,prior,2,1,11,13.0
2385889,87152,prior,37,3,07,4.0
640572,63935,train,25,6,22,8.0
1683571,43925,prior,1,6,20,
2762644,174479,train,13,0,17,24.0
726073,89004,prior,1,1,09,
317918,70018,prior,2,0,10,30.0
3272056,27803,prior,3,2,06,7.0
2103330,159360,prior,13,5,09,15.0
601577,86850,prior,2,1,15,30.0
878712,54103,prior,31,0,01,2.0
489423,171332,prior,10,2,14,1.0
1688967,19271,prior,14,4,13,2.0
291178,41208,prior,5,5,15,20.0
971685,99849,prior,30,4,09,2.0
2588621,126050,prior,4,3,09,10.0
581646,174829,prior,29,5,16,4.0
902247,102262,prior,4,2,11,6.0
2276945,176717,prior,54,3,06,9.0
2649673,170515,prior,60,6,21,8.0
3282092,16476,prior,7,4,14,24.0
42930,103485,prior,6,4,19,8.0
1559955,96757,prior,21,0,22,17.0
1425708,9376,prior,20,2,11,0.0
2259992,53851,prior,14,5,10,5.0
2970403,87473,prior,65,5,09,4.0
2329695,141517,prior,8,6,13,30.0
2290367,106310,prior,3,6,09,4.0
2122873,135782,prior,4,5,14,15.0
2484979,199596,prior,7,3,18,17.0
46065,110001,prior,3,5,13,11.0
1895373,195722,test,30,0,14,7.0
3305577,193463,train,18,0,08,21.0
43146,15881,prior,3,4,10,24.0
2636770,106826,prior,20,4,10,7.0
394351,49602,prior,41,6,17,7.0
756578,24362,prior,56,0,19,3.0
2850778,88684,prior,13,3,19,2.0
1355543,190288,prior,6,1,13,30.0
2200831,85205,prior,14,3,19,3.0
89126,141928,prior,22,4,12,0.0
2919851,90546,prior,3,6,10,11.0
2621027,181376,prior,9,0,10,7.0
2103213,60640,prior,3,2,20,7.0
1637584,61542,prior,99,0,15,4.0
2189161,75869,prior,28,0,17,13.0
2801993,10316,prior,10,1,14,30.0
3011479,66992,prior,41,1,20,19.0
204941,152612,prior,20,1,16,9.0
3413117,114037,prior,15,5,08,1.0
2919246,158028,prior,41,2,09,6.0
739772,1067,prior,13,6,19,17.0
2506914,151054,prior,4,1,15,30.0
1848307,79035,prior,18,2,10,5.0
2118747,38643,prior,8,0,16,4.0
3308595,29999,prior,18,4,11,26.0
650879,200988,prior,24,0,17,15.0
1840757,96289,prior,8,6,14,30.0
2417519,68764,prior,21,5,11,7.0
1970362,114159,prior,1,4,08,
643475,10083,prior,5,0,08,2.0
1523653,199300,prior,13,4,16,26.0
1550302,137317,prior,3,0,09,17.0
2539775,66953,train,8,0,09,30.0
1034774,6171,prior,12,0,10,15.0
3415097,46614,prior,1,3,07,
2519821,157754,prior,17,3,15,11.0
1149228,181273,prior,2,5,13,17.0
240723,174381,prior,1,0,11,
2542095,174075,prior,70,5,10,7.0
519732,14383,prior,18,6,16,6.0
556724,168757,prior,5,4,13,5.0
3319467,36291,prior,6,1,01,17.0
3007140,152083,prior,8,5,10,5.0
2417676,59595,prior,14,0,10,5.0
2030216,124979,test,5,5,12,7.0
3146483,161343,prior,64,0,15,3.0
3245816,48446,prior,7,3,16,7.0
1594978,148162,prior,50,1,19,4.0
187065,195765,prior,1,4,10,
2212825,179192,prior,30,4,20,3.0
2349960,194255,prior,23,2,17,7.0
2026422,36416,prior,9,4,08,10.0
2102469,178748,prior,4,1,13,1.0
1681827,163420,prior,9,6,10,27.0
2490261,139432,prior,41,6,16,7.0
575617,51517,prior,8,1,15,9.0
167459,197991,prior,10,3,12,23.0
634233,134228,prior,47,5,08,3.0
3308388,66393,prior,11,4,17,26.0
582998,9480,train,4,4,12,30.0
1487074,163120,prior,15,0,18,30.0
2949750,4517,prior,19,2,15,15.0
2949129,35014,prior,22,4,14,8.0
2237256,64738,prior,12,0,10,9.0
1504155,109743,prior,5,0,17,15.0
2150478,184800,prior,24,1,09,7.0
1227821,89145,prior,2,6,10,23.0
1247062,120531,prior,14,1,11,11.0
2715944,47999,prior,38,2,14,7.0
1785013,34049,prior,16,6,14,3.0
1191517,44785,prior,10,2,16,6.0
1091628,173583,prior,3,6,07,18.0
166521,43727,prior,15,1,08,7.0
1245762,4592,prior,1,0,23,
974698,11792,prior,2,1,07,8.0
3231349,188384,prior,28,3,13,10.0
658294,131387,prior,1,5,12,
2758984,15505,prior,29,1,18,30.0
1564,121757,test,10,5,10,9.0
96708,151345,train,7,1,08,3.0
389122,64741,train,4,2,14,30.0
997222,130464,prior,4,6,13,8.0
484113,54444,prior,9,0,16,4.0
3184087,37563,prior,32,3,11,7.0
1336274,187471,prior,15,5,17,11.0
3088505,169119,prior,2,4,08,6.0
1968444,60791,prior,18,3,17,6.0
2357315,199597,prior,7,1,00,7.0
340507,6486,prior,8,2,13,4.0
2351715,22348,prior,25,2,12,5.0
3263773,82544,prior,3,4,21,13.0
2781784,22848,prior,24,5,17,12.0
1559880,91008,prior,6,1,19,11.0
2417104,22264,prior,34,1,16,7.0
1050468,70060,prior,23,5,08,20.0
2978383,44672,prior,6,5,12,10.0
2950096,149567,prior,20,0,09,5.0
132029,109496,prior,12,4,13,9.0
1040433,164034,prior,31,2,17,2.0
3362850,186249,prior,10,4,15,7.0
2809823,30379,prior,36,6,08,5.0
591434,169815,prior,3,6,10,30.0
1532320,184323,prior,29,2,07,10.0
528272,103831,prior,16,3,15,3.0
2217912,11687,prior,4,1,12,30.0
2234462,175359,prior,4,2,17,7.0
132545,174881,prior,13,5,10,9.0
1057084,178961,test,26,4,20,12.0
122610,179463,prior,12,5,18,30.0
1330055,95995,prior,12,1,22,9.0
969041,154559,prior,9,1,21,8.0
957627,114799,prior,14,2,06,8.0
2127238,81775,prior,12,6,15,30.0
2089133,181334,prior,33,0,09,6.0
374046,70576,prior,7,2,16,30.0
1839323,113216,prior,16,5,11,13.0
2116949,15573,prior,8,4,17,13.0
3165374,132803,prior,41,2,13,1.0
2419014,125457,prior,28,2,12,3.0
3078469,3443,prior,11,5,00,6.0
1051981,11044,prior,4,0,12,4.0
1505621,50743,prior,35,2,19,6.0
1591497,26125,prior,41,6,12,7.0
747713,192444,prior,53,0,19,14.0
2373049,201798,prior,41,4,07,7.0
1037668,163787,prior,5,1,14,29.0
2748862,166676,prior,28,0,12,2.0
2762232,94928,prior,11,0,17,25.0
2405930,162954,prior,2,2,07,8.0
1320515,144842,prior,32,4,06,3.0
1932508,92706,prior,15,3,21,5.0
2814855,15380,prior,4,6,17,14.0
3285470,101887,prior,8,1,11,13.0
1390890,66404,prior,9,2,13,6.0
2057607,47683,prior,7,4,20,0.0
2319390,159779,prior,35,2,20,0.0
2231218,172153,prior,13,3,16,2.0
1723556,70395,prior,3,0,09,10.0
1557448,52167,prior,55,0,18,5.0
573052,205823,prior,8,3,11,17.0
2233511,58164,prior,12,2,09,7.0
1580606,82208,prior,1,4,09,
3206226,38811,prior,8,6,18,6.0
2052156,178952,prior,6,0,16,13.0
534944,105168,train,97,3,12,0.0
1174973,68391,prior,52,5,16,4.0
1328695,28480,prior,30,6,13,18.0
591119,72367,prior,20,1,07,7.0
490245,78883,prior,61,0,12,2.0
925058,74009,prior,15,1,10,23.0
553386,37364,prior,7,3,20,30.0
1698127,148908,prior,5,2,09,16.0
525814,2413,prior,6,5,17,19.0
2292843,143973,prior,23,2,17,5.0
1101282,78898,prior,15,2,10,23.0
1475334,9655,prior,18,5,09,2.0
2001414,4166,prior,30,6,14,5.0
958845,140099,prior,6,5,15,10.0
1669792,195305,prior,14,3,16,13.0
980555,53508,prior,4,0,15,17.0
739193,159892,train,7,2,13,22.0
2349866,114460,train,13,5,10,30.0
2737578,9500,prior,42,3,11,5.0
3291782,15496,prior,10,3,09,13.0
2715751,181417,prior,7,5,14,8.0
462048,197470,prior,14,5,12,27.0
3179412,202481,prior,19,3,14,5.0
3094292,88635,prior,17,3,12,30.0
1521462,127577,prior,12,5,08,2.0
1044146,154263,prior,4,1,17,3.0
160438,125968,prior,31,6,09,3.0
1800823,89316,prior,43,4,09,13.0
2070442,189777,prior,63,0,14,4.0
982582,13119,prior,3,1,21,10.0
1821704,31159,prior,12,0,09,1.0
1020524,53094,prior,2,1,09,4.0
3128525,42978,prior,4,4,12,30.0
2475758,41352,prior,24,2,14,5.0
2909869,85862,prior,20,1,16,1.0
3292584,88286,prior,17,1,19,6.0
2959662,202843,prior,6,5,12,6.0
2699008,1540,prior,19,0,22,7.0
3101434,186037,prior,6,6,09,6.0
1286832,191276,prior,8,0,14,7.0
1122162,119031,prior,6,2,07,30.0
1687877,81638,prior,4,0,11,30.0
1908977,99327,prior,5,2,13,30.0
423802,204539,prior,18,1,13,5.0
1004483,103924,prior,8,1,00,28.0
1279274,43975,prior,4,0,11,7.0
132699,185732,prior,18,2,12,5.0
3027460,147294,train,4,2,12,30.0
194801,157791,prior,7,5,16,7.0
163563,181400,prior,33,3,14,0.0
1585530,122557,prior,4,3,07,5.0
1261170,170643,prior,15,1,07,7.0
762834,3387,prior,5,6,17,6.0
2220211,135871,test,19,2,20,10.0
103391,174486,prior,11,5,09,6.0
3034392,7130,prior,10,5,16,6.0
67257,137552,prior,12,3,12,8.0
9737,184353,prior,52,2,17,5.0
1989216,7660,prior,37,6,10,5.0
1695478,189959,prior,1,2,16,
2849145,183819,prior,67,0,10,5.0
239812,73866,prior,15,6,10,7.0
388922,194762,prior,31,0,10,6.0
537150,64606,prior,15,0,16,10.0
874968,111650,prior,35,0,18,5.0
1385592,22410,prior,12,1,17,13.0
2879371,83742,prior,16,0,22,21.0
2037318,135370,prior,9,1,23,21.0
3293205,51090,prior,13,0,10,5.0
422647,118698,prior,8,2,20,25.0
2319578,204803,prior,5,3,20,2.0
212694,30089,prior,1,1,15,
2777027,12359,prior,23,5,09,7.0
1390685,9667,prior,99,1,16,0.0
2776856,80833,prior,6,4,11,13.0
3345976,177903,prior,2,3,14,22.0
725785,115066,prior,32,0,10,6.0
1021169,126405,prior,35,1,14,7.0
3023389,108900,prior,1,1,15,
3205670,78830,prior,5,5,07,8.0
1168781,64758,prior,62,5,17,2.0
1314526,177050,prior,6,2,14,14.0
1247522,124829,prior,36,5,13,2.0
2143911,136298,test,11,3,16,30.0
1493823,138017,prior,7,6,09,20.0
2413922,165187,prior,5,1,13,15.0
2710165,178053,prior,57,1,14,17.0
1147386,143852,test,32,4,15,9.0
2645202,160589,prior,4,5,11,6.0
3224188,46553,prior,9,4,10,17.0
733419,14689,train,85,0,00,2.0
29175,101030,prior,16,2,07,6.0
2231260,170831,prior,2,0,15,1.0
3089732,114696,prior,3,1,20,30.0
2042422,32772,prior,15,6,13,1.0
1109149,117348,prior,33,4,21,5.0
37182,165182,prior,3,4,10,28.0
1684861,96598,prior,1,0,18,
658148,173540,prior,12,4,22,0.0
387626,137698,prior,13,0,12,7.0
2401454,142287,prior,5,2,14,1.0
2474778,56220,prior,1,3,08,
377880,148960,prior,10,1,10,7.0
366293,33832,train,27,2,20,7.0
2922539,123624,prior,9,6,10,30.0
795489,33603,prior,7,0,12,1.0
1200782,160918,test,4,3,11,12.0
800166,32283,prior,4,6,09,30.0
829443,109742,prior,5,0,13,18.0
3013867,115353,prior,23,2,13,8.0
2089746,104854,prior,7,6,19,30.0
3350075,69256,prior,3,6,12,8.0
1064364,126236,prior,8,0,10,7.0
3202531,118036,prior,12,3,18,30.0
1319534,59960,prior,5,3,13,2.0
1057422,153113,prior,6,2,17,14.0
1822740,139223,prior,1,3,05,
2950218,92928,prior,7,0,17,5.0
2243733,144882,prior,2,2,13,7.0
3090900,131234,prior,31,0,08,14.0
3356211,156440,prior,1,3,16,
1461628,121383,prior,3,5,14,10.0
3336663,22095,prior,16,2,14,10.0
282373,105946,prior,2,4,10,4.0
3145958,67591,prior,10,1,13,13.0
1285841,167477,prior,17,4,14,7.0
1881881,191861,prior,28,1,19,4.0
1884474,59278,prior,17,3,11,5.0
2074616,134540,prior,29,3,00,2.0
2241127,119432,prior,5,0,14,5.0
1588844,94113,prior,6,0,15,6.0
579047,6175,prior,79,6,19,3.0
3067520,22499,prior,2,5,09,5.0
2528826,3154,prior,45,6,20,19.0
1168463,46864,prior,52,3,14,2.0
1312318,108873,prior,9,1,15,9.0
918438,137453,prior,72,6,12,1.0
3393204,198817,prior,2,6,17,7.0
758728,159720,prior,28,6,13,3.0
2175211,69294,prior,16,0,15,4.0
3076764,107716,prior,21,0,15,18.0
1343602,171921,prior,11,1,09,21.0
2742018,149747,prior,30,1,08,2.0
1182877,96377,prior,11,3,15,30.0
23235,42771,prior,3,0,05,30.0
2161712,43772,train,19,4,15,29.0
78886,133149,prior,10,4,11,13.0
1852244,147065,prior,9,4,12,11.0
832840,199999,prior,21,4,13,5.0
400023,140954,prior,49,0,15,2.0
440294,198545,prior,8,6,17,17.0
2507425,12579,prior,2,0,15,30.0
28433,16475,prior,5,2,11,8.0
912266,161324,prior,7,2,19,30.0
2874913,38926,prior,8,6,22,14.0
