order_id,product_id,add_to_cart_order,reordered
1104983,39468,6,0
2521397,46667,5,0
1233291,28849,10,0
2162680,33768,5,0
2566763,24852,4,1
1880686,17046,1,0
2197837,17313,7,1
2653808,42082,17,0
2005835,30170,17,1
2832740,38689,7,1
2785865,6606,8,0
1540344,16710,1,1
676622,2786,6,1
1948321,25930,18,0
3249099,4920,8,0
2178886,29615,2,1
3359252,35221,5,1
1455367,48171,4,0
676173,4799,7,1
2310096,35165,8,0
3352371,32570,21,0
3290785,42265,9,1
601462,28204,3,1
841993,432,5,0
2205929,651,6,1
1299002,43735,4,0
1450052,47402,1,1
2491528,16838,3,0
3067191,46822,4,1
2457160,38689,10,1
1090688,15649,2,1
2220573,34269,23,1
1192975,24235,6,0
2640475,39561,1,1
2084986,41540,3,0
3055674,46709,23,0
758527,12341,17,1
1551704,44533,5,0
1877087,20114,15,1
2650243,12756,9,0
2117761,11460,10,1
924295,33731,10,0
2551732,48007,3,1
3227240,26283,8,1
2738634,35042,6,1
3137249,43392,23,0
1843403,38192,4,1
253693,287,8,1
1444096,47209,8,1
381719,28876,2,0
827133,5818,25,1
1107188,45603,3,0
1413162,4138,28,1
1908448,26096,27,0
1320295,38730,9,0
904059,14462,13,1
2458860,29139,16,0
2153357,41220,4,0
1687162,6046,3,0
2899147,47766,1,1
2748284,13176,7,0
601715,11408,23,0
2453376,9656,6,0
298249,7999,2,0
3361171,13870,6,0
763646,37646,1,1
1449700,18201,8,0
108296,44325,12,0
154434,9972,5,0
1381673,49533,14,0
2742612,4372,1,1
1292832,8988,9,1
1876541,31506,2,1
3277100,5449,7,1
1554843,1090,17,0
1309977,5450,10,0
2368482,46667,14,0
547496,44632,2,1
2750965,26604,9,0
484373,9387,9,0
1793079,33845,7,1
1758881,45007,4,1
1314224,44422,14,0
3166098,19182,11,0
3372775,44085,7,0
1661640,890,4,1
2792354,19478,10,1
3305315,36929,5,0
1822750,32740,15,1
2688397,11182,8,1
30892,13176,2,1
2422862,32851,8,1
2238267,39190,4,1
2095752,14576,20,1
1353614,311,8,1
2288148,31964,7,0
1327727,30169,3,0
1586345,48857,3,0
1638621,37357,5,1
958626,42002,8,1
1801127,15438,3,0
3337868,27548,2,1
541651,20955,23,0
1802215,33863,5,1
2078601,31985,5,1
1816500,31433,1,1
3196828,27086,1,1
3342262,13176,20,0
139780,25890,10,1
365478,18656,10,0
1752123,35921,4,1
1431269,21602,5,1
3127913,21417,7,0
2725441,21903,3,1
1364143,3957,4,1
1079363,38689,15,1
301014,32156,2,1
1221910,48527,5,1
1151247,39275,3,1
1830970,48523,5,1
3082177,8424,10,1
1767684,21137,11,1
2220145,28204,17,1
998785,43565,15,0
370507,24852,23,1
1732177,38838,1,0
2905668,20667,3,0
1421626,45954,2,1
3005002,47253,6,0
675981,48800,14,0
3039079,37388,14,1
695616,47652,10,0
636980,22298,14,1
3055244,25910,11,0
3097843,16168,3,0
293997,49235,9,1
498217,1090,9,1
100767,48823,8,1
341543,30233,6,1
2390465,7916,3,1
1616205,47626,2,1
1133663,13589,10,0
1509737,3849,9,1
914174,9373,3,1
2269261,6475,10,0
1196574,39001,3,1
2697161,33787,14,1
784493,21903,1,1
25260,20995,4,0
2079176,24097,11,1
200784,22451,3,0
1358571,44142,12,1
3068602,25705,2,1
3277348,27344,5,0
1445079,42450,17,0
241386,21288,1,1
3362487,141,14,1
749243,21280,25,0
3011681,26454,9,0
2200889,26701,2,1
1621194,16953,10,0
977906,43920,13,0
3010984,47073,5,0
293937,40604,3,1
1630626,20431,3,1
2901157,10957,21,1
2610912,27104,3,0
1761455,49075,1,1
3234273,33846,14,0
105802,31869,5,1
2814159,5194,8,0
694855,48163,7,0
905565,21479,5,1
2484979,40901,18,1
2659340,8584,12,0
1135154,27966,3,1
824009,47626,4,1
2651872,40516,8,0
471611,44611,10,0
3085372,29223,6,0
418305,4920,17,1
1438524,44632,1,1
2350993,27845,2,1
1100815,22472,39,0
3061188,21903,1,1
537690,20169,9,1
3356026,20520,15,0
964104,46522,7,1
2698008,25340,7,1
3228509,21927,12,1
2708094,25286,1,1
1888441,27750,11,1
1426687,37926,3,0
1633635,46906,4,0
444343,3211,1,1
182083,44632,1,1
621003,11933,6,0
722153,18441,3,0
2927793,8174,15,1
2181831,4962,3,1
979783,8174,4,1
1407378,24964,6,1
102875,38772,1,0
2186028,21513,7,1
896077,17318,7,0
515027,32478,1,1
1187825,37173,28,1
994702,43789,10,0
1921697,2962,5,1
2717980,5020,4,1
2521862,283,2,0
3397498,4853,2,0
1241104,15872,4,1
156582,14491,25,1
2142708,49520,2,1
1897841,46650,7,1
1994360,44359,6,1
1945163,13176,2,1
3058252,47626,4,0
2871690,12258,5,1
498995,10804,3,1
1697855,9741,5,0
2909532,27521,13,0
961688,25949,11,1
552437,21351,3,0
942303,31869,7,0
2161069,27104,21,1
2694883,16995,17,1
182705,47626,4,1
1746301,5884,2,1
2585820,20842,2,1
2098720,4162,21,1
30271,33768,2,1
1035179,47652,9,1
3073463,39267,37,0
3079086,46842,7,1
3051623,3798,8,0
264792,2326,5,0
269499,22935,1,0
1401337,1939,23,1
1226557,4562,5,1
1453485,6263,3,1
1852330,605,13,0
621909,17794,19,1
1178228,46993,3,0
1154658,287,4,1
815228,22035,1,1
1793146,21903,5,1
2846787,45007,13,0
2272038,36216,8,0
2593227,45128,3,1
3175409,20022,8,1
2390853,13263,3,1
71651,12807,14,1
3003098,14462,31,0
401794,41650,4,0
1483011,32029,5,1
2492601,11712,11,0
3122440,41950,3,1
2823589,26298,10,1
1148553,40852,2,1
2627860,27156,10,0
2547135,788,6,1
2188049,24561,18,0
1034878,21903,8,0
3033317,25640,30,0
1382200,34733,2,1
1871240,8277,2,0
1887588,13176,3,1
2606208,16797,8,1
1130622,22220,5,0
3244658,39348,3,0
1704296,46616,10,1
369712,44097,11,0
2380655,28076,6,0
325509,20549,3,0
2846776,16797,6,1
534097,16965,1,0
927627,47912,4,1
1303579,20842,10,0
163910,42887,1,0
2316452,24363,3,1
1757957,7916,16,0
3134612,33909,1,0
172004,30480,15,0
524230,36036,12,1
2753684,43739,1,1
2499482,13984,9,0
969929,42342,1,0
2518155,13806,1,1
1380346,39236,24,0
536368,19678,1,1
2570036,47766,5,1
3154731,40174,6,1
318193,18288,4,1
2951243,23622,10,0
3236696,31683,2,0
2846953,19057,16,1
819313,26283,14,1
2262939,41165,12,0
3380532,47873,2,1
3289885,18294,3,1
1445099,23594,24,0
1062102,47209,5,1
897218,44932,8,1
2496502,25890,4,1
58894,18523,4,0
1639573,16715,1,1
1318096,38533,5,1
2185760,10957,23,0
3073362,38141,9,1
1476954,30440,1,1
3208297,46572,5,1
756517,10255,3,0
785035,16759,5,1
2591766,29894,10,1
1429553,25985,7,1
1404648,13230,6,1
3337053,7736,19,0
2144529,24184,3,1
2206461,35042,4,1
966713,28985,11,0
2263014,24964,7,1
2271788,33044,12,1
466361,30233,8,1
53959,34449,2,1
2205675,38374,9,0
2632273,20327,9,1
2921279,23236,6,1
1600159,21137,3,0
1077860,44793,40,0
1936191,48720,14,0
1700947,35769,5,0
3270772,35921,19,1
2785047,46820,7,1
677681,14466,6,1
2730426,1511,8,1
2062583,5479,2,1
2940488,35140,12,1
1489164,43598,2,1
1888091,6218,2,1
1231986,34530,11,0
366422,47144,3,0
1906533,5785,10,1
1314837,34458,6,0
1944306,44201,11,0
1919847,41642,22,0
2826420,5488,3,1
3150180,27072,3,0
1366920,5194,20,0
1518536,40604,6,0
190592,43086,2,1
2023124,16349,4,0
2861477,26209,12,1
2809007,21616,3,1
2955449,26351,5,1
2953314,15290,5,1
1049240,14744,18,0
2114502,47325,5,1
615720,7179,8,1
532328,36227,2,0
2088917,38888,4,1
1208198,44622,13,1
1122440,44628,7,0
2297666,41053,12,1
1902953,30316,17,0
2513285,31242,19,0
2721773,2362,7,1
1870203,22963,2,1
2151353,27086,3,1
3355948,35503,1,0
1703930,12419,14,0
1238472,29483,8,0
2804207,41220,6,1
3078099,47626,21,1
454370,895,1,1
3378192,39275,1,0
3121807,22935,10,1
2866779,26209,26,1
3250975,10172,8,1
2853879,37276,5,1
2311802,18721,6,0
1581004,24799,14,0
556203,20168,28,1
1357058,49621,19,0
2231112,8650,10,1
1061840,27033,1,0
3088913,25659,14,1
2044773,2876,14,1
358111,32864,15,1
969789,12206,18,1
706362,28373,10,1
3051727,20580,20,1
1190822,24082,7,1
2621969,22328,2,0
3059170,39275,7,1
1130115,11422,1,1
1917081,22935,16,1
1065484,44765,8,0
2515637,44142,4,1
3177238,43645,3,0
464764,20574,4,1
2804618,28934,13,0
153862,14159,6,1
13677,1347,7,0
1919130,8204,15,0
1075168,42475,4,1
263954,21903,8,1
1559321,22021,7,0
1118408,46708,6,0
2503280,43889,8,0
2144477,17077,25,0
76278,46979,7,1
2986194,32291,2,1
1548136,16654,12,0
1306668,26995,7,0
3040285,28441,4,1
238462,49283,14,0
2943505,43154,8,1
559235,21288,21,1
37765,1695,3,1
937388,26521,12,0
856381,32352,6,1
1690496,2596,4,0
2607919,2731,1,0
1137016,38141,7,1
1799723,22825,9,1
3323394,11710,8,0
1882044,17123,2,0
825414,8048,3,0
447009,93,2,0
779326,49236,20,1
3042092,31477,42,0
1061387,11688,2,1
2918184,14715,1,0
1568252,16440,3,1
956839,26715,6,0
2236950,23271,9,1
20733,42183,6,0
2286842,4799,6,1
2788931,30776,13,0
624997,39619,7,0
2256232,25146,14,0
3415508,10912,10,1
1961158,11755,2,0
1782907,7185,4,1
2968308,26369,4,1
2790763,48226,5,0
2476494,32734,5,0
161243,40708,7,1
1902752,37940,1,1
1653212,45066,2,1
2151148,24838,13,1
1977475,24852,11,1
919772,16797,5,0
2701275,3481,2,0
1281854,24852,10,1
1521837,24492,1,0
1924532,22247,6,0
2475941,23115,9,0
2462475,6287,5,1
1380035,21338,4,1
1268816,36076,18,0
2146401,35594,2,0
3130445,37158,17,0
1251803,37923,13,1
1548603,46175,1,1
140023,6286,5,1
26672,37434,9,0
3356423,6278,5,1
785078,21137,5,1
370234,19711,4,1
1341568,36695,6,0
245983,2611,11,1
1803916,9534,9,1
1040149,22963,6,1
1995060,13176,14,1
738968,32691,7,0
1897380,42941,1,0
2163257,17616,6,0
1210784,41593,2,1
2070677,29344,5,0
2277845,39877,11,0
763032,47626,6,0
906960,8390,15,1
2893329,41609,20,0
2514161,19173,25,0
115556,31717,25,1
1839485,35629,17,1
2535138,20114,3,1
1309776,33894,6,1
3326181,9476,4,0
323795,46134,17,0
2650520,29744,24,0
2010434,14858,28,0
3158075,34358,9,1
1352282,41588,17,0
2196093,36082,8,0
450329,14833,2,1
2795138,16688,2,1
1340577,11619,9,1
2576107,22211,18,0
1705844,38777,22,1
1747715,42768,12,0
2426880,42307,5,1
2361242,27966,15,1
2943267,37646,5,1
2302994,18370,3,1
233506,47626,9,1
696911,17341,4,1
2837096,3962,9,0
2831618,29077,6,1
1062598,20345,4,1
1582152,5618,10,1
768433,15693,1,1
3097652,8670,2,1
526068,41239,1,0
1273226,43908,1,1
756475,27662,14,0
887902,18523,7,0
321584,18128,18,0
669637,26940,10,1
3152337,26604,6,0
2771824,7746,11,0
221620,28228,11,0
96280,30489,16,0
854918,26940,19,1
2674247,274,6,0
1143488,21903,4,1
869283,18641,5,1
2883541,47209,3,1
1582155,24964,13,1
2991885,45763,2,1
2523387,41950,12,1
1869173,48335,3,0
2432009,16145,14,0
546195,23288,9,1
2287627,41427,16,1
1223045,13292,7,1
1329232,2581,17,1
1893090,22035,24,0
1552367,39190,9,0
1384219,295,11,0
248210,1427,30,1
1596074,5646,15,1
1414537,33198,5,0
1696558,13870,2,1
2476491,33290,6,0
1468704,18362,19,1
1977136,28745,11,0
3195244,24852,4,1
1744662,8618,6,0
869563,20144,2,1
1955694,31342,13,1
1838977,25043,12,0
999893,27086,5,1
2398967,15995,2,1
2742533,22782,11,1
2119725,38777,11,1
850100,16797,3,1
1362038,24830,23,0
415425,46327,11,0
2090722,2748,7,0
1132705,22754,3,1
1737448,46122,6,0
1506128,432,1,1
1453668,36456,13,1
69798,49683,9,1
1297520,33000,5,1
213814,47993,3,0
1906722,14650,16,0
2073424,41290,2,0
1127674,24082,10,1
595227,5479,2,1
2983879,32403,3,0
3004621,49610,2,1
3029951,26767,12,0
220972,39825,10,0
275060,45007,2,0
1963385,37687,3,1
1719696,35946,2,1
2097599,8174,6,1
3082875,47766,3,1
2835703,7175,6,1
467440,35221,3,0
2725640,1447,20,0
1953596,22935,13,1
613049,13176,9,0
2304671,329,6,1
2073740,33754,9,0
18737,21903,15,1
714427,45063,1,1
299763,19625,3,0
947298,8277,1,1
2142850,2513,14,1
2076178,14127,13,0
570868,13176,2,1
1908215,22008,17,0
2377706,43693,23,0
262785,45045,19,1
2842380,49236,6,1
789050,17862,5,0
1795677,26916,4,0
1851069,890,7,1
1896657,47626,4,1
265534,15477,2,0
1109938,4635,2,0
99606,33025,14,1
1361588,8928,14,1
2695400,31125,6,1
807658,27845,1,1
926433,32864,3,1
1046181,1560,4,1
965392,27104,11,1
2742847,21567,7,1
2456611,31970,21,0
363398,24852,7,1
2099432,40416,7,1
2971779,18567,1,1
566017,47626,3,1
633878,39877,6,1
1787415,30183,17,0
2402976,42701,23,0
3309513,45356,7,0
2256914,29662,7,1
2807646,38768,8,1
3162089,45603,4,1
673747,29242,14,0
2238492,10032,2,1
217106,26410,13,1
628874,19057,7,0
304540,5120,11,0
2619897,41950,2,0
2755272,41593,4,1
3107595,13176,3,1
572168,3663,14,1
2452290,7781,7,1
2479424,9531,11,0
2128016,43571,3,1
2235730,18465,1,1
1073771,21295,5,0
3367884,21903,9,1
806933,4472,7,1
823009,13512,2,0
3386419,21137,1,1
996896,19174,1,1
1966934,39877,4,1
2789674,6210,6,0
2535984,11777,4,1
2877630,47912,9,0
139458,4313,11,1
1873929,43471,6,0
341862,8532,2,1
868410,10421,6,0
2523272,30639,5,1
633422,31717,8,1
565859,4149,9,1
2058641,25718,5,1
266267,13806,5,0
1945206,44071,13,0
2469034,21009,4,1
1071416,19115,11,0
1187436,22034,9,0
2882500,21903,25,0
55176,9534,8,1
886690,10199,9,0
215735,32762,15,1
2798830,16797,5,0
550700,35594,13,0
1159126,16797,4,1
3125002,43713,14,1
2816479,47797,6,1
1296043,17668,3,1
79753,38921,8,1
1845791,47966,10,0
2274720,24852,2,1
2144058,16349,2,1
1145541,29529,5,0
2297878,48527,16,0
695323,27086,6,1
911705,32655,3,1
670453,27966,1,1
418022,31553,11,1
464709,27829,12,1
2314349,34496,26,0
191998,26709,7,1
994266,37458,2,0
2110980,3583,6,0
1363926,31869,13,0
1079210,13176,6,1
3131281,13176,2,1
1074956,46969,6,0
1208416,13108,1,0
1875352,9075,8,1
2135706,27065,17,1
1758617,27360,4,0
562966,24184,3,1
3321646,36386,5,1
1459548,45013,19,0
2649951,44557,5,1
639127,33189,14,0
569338,20995,11,0
2942105,47500,8,0
3105461,5785,1,0
2285055,28985,4,1
1677583,42633,3,1
3057615,27325,7,0
737155,36070,5,0
2485063,16797,2,1
3032337,1940,2,0
677436,311,6,1
2064983,27288,11,0
2372206,49191,13,0
2562470,32655,1,1
1524752,32747,17,0
289976,25852,21,1
1772398,22935,9,1
2066470,37067,11,1
1990869,36695,4,1
216307,18362,4,0
1641610,41276,2,1
3028103,8490,3,1
708716,31506,6,0
2626564,30391,3,1
1955569,10498,1,0
1388157,23370,8,1
506423,19389,7,0
1601224,33120,1,1
253181,21462,13,0
381232,43789,6,1
1965015,41254,6,1
1145467,9387,9,1
947708,45633,13,0
1136801,13176,1,1
1880750,38192,7,0
338581,21903,4,0
3145453,24236,13,0
2076813,20380,10,1
2734788,19057,5,1
2054030,42585,18,0
213171,37646,2,1
371584,24852,1,1
2034425,19348,2,1
2877960,22124,10,0
2965768,37107,1,0
3179688,32433,24,1
941289,17794,8,0
2719190,36164,4,0
3243200,19678,14,1
757832,5876,3,0
3167718,18594,14,0
1636394,27117,9,0
914877,46667,12,0
437207,47626,3,1
1028188,27077,13,1
1165320,44325,9,0
147899,8277,7,0
3199398,34247,7,0
1746298,46749,15,0
3334552,47734,9,1
240913,28913,2,0
1495633,44560,25,1
321194,16870,4,0
1223169,14014,1,1
1690356,9065,34,1
2318748,34126,6,1
1877656,41950,23,0
2516556,35317,4,1
1414074,18370,8,0
3348196,37496,7,1
1499044,34969,5,0
1159951,49583,6,0
2137280,37642,22,0
1393427,4957,4,1
3349695,18362,7,1
664908,20431,6,0
675158,34358,10,0
3213309,8006,8,0
3195478,1025,3,0
1708692,44142,5,1
3214488,10998,3,1
1828577,24852,3,1
1601479,18465,3,1
1100368,33684,2,0
2847567,9883,4,0
3022941,27966,1,1
115102,2238,10,0
471334,48626,10,1
