order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
1254552,7427,prior,31,6,16,5.0
1808466,32209,prior,2,0,13,26.0
915530,79827,prior,45,6,15,6.0
571905,59253,prior,14,5,9,3.0
450962,107332,prior,3,0,18,18.0
674051,31891,prior,1,4,16,0.0
2928152,116433,prior,4,0,14,4.0
112116,24773,prior,12,5,17,21.0
190896,106145,prior,1,1,11,0.0
1787630,20227,prior,3,5,16,30.0
340057,183879,prior,3,2,9,6.0
3186066,14797,prior,3,4,18,30.0
2968501,13135,prior,1,6,8,0.0
3060723,115400,prior,7,4,8,7.0
3235827,117357,prior,8,1,12,5.0
2566056,160546,prior,7,5,20,7.0
3154132,84972,prior,4,6,11,7.0
3276969,105729,prior,10,3,13,2.0
1311533,5492,prior,11,2,21,14.0
478044,67271,prior,16,1,8,29.0
1267219,82557,prior,17,5,9,9.0
200764,116577,prior,11,4,18,30.0
3370095,35063,prior,16,2,17,1.0
3386213,152214,prior,32,6,14,6.0
2550825,119387,prior,43,5,11,7.0
887710,173960,prior,10,1,15,30.0
689353,109583,prior,5,4,15,29.0
177368,53323,prior,4,5,14,28.0
312357,148716,train,15,5,8,8.0
3217209,176977,prior,62,4,9,3.0
1769636,109904,prior,84,5,12,1.0
335356,189842,prior,12,2,16,15.0
230945,37288,prior,3,3,12,4.0
397603,47040,prior,31,2,16,2.0
3163980,11426,prior,11,6,17,9.0
2536605,200229,prior,3,4,11,30.0
373409,26156,prior,7,0,16,7.0
3113202,171720,prior,30,0,12,13.0
193355,131329,prior,14,6,11,20.0
2009699,124237,train,10,5,22,17.0
1657781,166866,prior,86,1,17,4.0
1167838,173979,prior,1,1,17,0.0
1398066,19537,prior,18,0,10,16.0
3264331,187980,test,40,0,17,4.0
1202459,122849,prior,2,3,11,2.0
2012764,53233,prior,5,6,21,18.0
1705305,18711,prior,18,2,7,30.0
592783,98200,prior,15,4,16,10.0
2101309,116847,prior,14,0,8,8.0
3162904,40982,prior,25,6,17,7.0
2006657,38339,prior,24,0,18,6.0
1307062,199928,prior,41,4,6,7.0
2399742,17004,prior,11,1,15,0.0
3365544,197912,prior,11,1,14,30.0
240258,126981,prior,7,1,12,4.0
2127571,43718,train,85,0,9,4.0
543652,76459,prior,5,2,10,1.0
1185567,184981,prior,2,5,9,1.0
2842471,20955,prior,7,1,15,11.0
842833,46893,prior,3,4,13,1.0
2908730,130399,prior,1,2,18,0.0
1162465,47314,prior,3,5,17,19.0
344139,100167,prior,2,6,14,9.0
377408,6325,prior,26,1,18,0.0
2899930,32810,prior,10,5,15,5.0
2677376,125935,prior,4,6,17,6.0
1776361,196345,prior,10,5,19,6.0
1112432,167016,prior,5,5,8,25.0
2068380,28778,prior,9,0,17,12.0
822078,203271,prior,47,3,7,6.0
58379,186112,prior,27,1,9,5.0
865046,46307,prior,10,0,18,1.0
2674602,199286,prior,12,5,18,13.0
776518,141094,prior,14,2,15,17.0
797994,133605,prior,11,5,12,17.0
2505103,132772,prior,20,5,9,30.0
278127,23421,prior,21,6,15,7.0
2039471,35356,prior,2,2,13,1.0
2494043,39226,prior,3,3,22,12.0
868900,113118,prior,5,4,10,23.0
2593849,153675,prior,20,1,22,6.0
1179223,117340,prior,3,0,17,30.0
1089862,76942,test,12,0,16,24.0
1399199,71016,prior,7,6,14,25.0
2483027,192850,prior,4,3,10,5.0
2952952,19996,prior,3,4,15,29.0
2742261,123575,prior,11,5,14,1.0
2370789,88073,prior,16,5,11,4.0
826011,124967,prior,8,6,12,27.0
594113,88320,prior,1,6,12,0.0
1710150,31053,prior,10,5,7,6.0
501339,81552,prior,4,2,16,23.0
107390,83093,prior,4,1,16,5.0
1499862,197745,prior,21,5,12,0.0
1605530,192460,prior,22,0,1,21.0
3340046,38210,prior,30,6,17,1.0
1695170,96309,prior,56,6,8,2.0
3014290,83744,train,11,0,7,30.0
2825545,99987,prior,10,4,20,1.0
3062610,1713,test,7,5,13,1.0
3275102,158760,prior,15,2,13,12.0
2139702,121789,prior,3,3,15,5.0
334040,166652,prior,68,3,14,8.0
808459,91290,prior,14,2,12,3.0
1522187,83651,test,15,4,13,30.0
3242559,87464,prior,10,0,23,30.0
848968,189011,prior,1,3,19,0.0
2872971,167516,prior,3,1,23,29.0
694656,66876,prior,8,6,13,30.0
3250474,1251,prior,19,5,13,6.0
146896,159591,prior,39,1,6,3.0
2696178,105479,prior,8,5,11,2.0
1942940,147361,prior,7,3,15,24.0
1698795,40797,test,39,1,9,11.0
1763147,52965,prior,34,1,7,12.0
1654672,196331,prior,1,6,17,0.0
3236695,58247,prior,29,4,15,7.0
1248049,116771,prior,6,0,14,30.0
1775418,118884,prior,28,6,10,6.0
2121532,124923,prior,2,6,11,13.0
3285032,111082,prior,6,0,17,3.0
192820,18101,prior,12,2,8,8.0
1578694,90181,prior,4,0,11,2.0
916761,67563,prior,21,3,8,7.0
194929,158166,prior,39,6,13,6.0
1027364,89485,prior,3,3,11,20.0
1403036,132144,prior,24,2,17,9.0
288765,140909,prior,43,2,18,4.0
2749752,133509,test,7,6,23,6.0
1474469,2964,prior,47,2,20,0.0
3029301,12030,prior,1,6,12,0.0
2210067,124923,prior,14,3,12,10.0
1412116,13866,prior,4,6,14,3.0
584883,193181,prior,16,1,17,7.0
2998499,142772,prior,7,5,22,8.0
3157401,89744,prior,4,0,14,12.0
2553887,103863,prior,6,1,9,13.0
2636257,119824,prior,5,5,12,30.0
2107066,91227,prior,60,4,16,6.0
709685,12525,prior,15,5,12,27.0
1216512,77229,prior,2,6,10,3.0
2873668,90316,prior,14,6,14,5.0
1474317,91609,prior,8,2,7,30.0
198091,22244,prior,3,1,17,5.0
2642029,12447,prior,3,6,20,30.0
2992851,151625,train,6,1,9,30.0
40475,82049,prior,27,2,8,8.0
3196053,140081,prior,7,1,8,8.0
3153249,38920,prior,5,4,10,30.0
3092052,29177,prior,3,2,10,23.0
140859,49800,prior,32,0,13,8.0
1939367,52506,train,16,3,9,12.0
3398631,196201,prior,18,1,8,8.0
1248170,145498,prior,3,1,17,28.0
2955437,77235,prior,66,5,10,4.0
681000,4752,prior,55,6,10,1.0
1329453,81464,prior,2,0,14,12.0
1366254,111828,prior,8,5,11,7.0
870011,59466,prior,30,1,7,7.0
2914702,88078,prior,19,1,12,24.0
3416474,116182,prior,3,2,8,10.0
1914890,70908,prior,4,3,20,12.0
3405944,116664,prior,12,2,9,30.0
2885215,50,prior,39,6,10,5.0
1397012,32530,test,4,4,11,30.0
285667,82918,prior,4,2,8,8.0
624179,128941,prior,1,0,14,0.0
3174972,98397,prior,10,2,14,30.0
645703,136386,prior,2,4,17,1.0
3032454,52705,prior,66,0,9,2.0
1799459,203552,prior,7,3,16,12.0
2231348,133915,prior,61,2,13,4.0
653490,98668,prior,4,1,19,30.0
190426,9029,prior,5,6,14,8.0
605469,177514,prior,4,6,16,4.0
1525012,73484,prior,8,6,14,0.0
2623742,25523,prior,7,4,19,9.0
2705794,48910,prior,4,1,11,21.0
2035746,37797,prior,4,3,14,4.0
1239823,157327,prior,22,4,10,16.0
2479784,141263,prior,3,0,18,5.0
758127,141477,prior,2,1,14,18.0
3340295,147442,prior,9,2,15,26.0
687249,32017,prior,7,1,7,14.0
1293717,9965,prior,28,6,16,30.0
170864,123148,train,25,5,15,13.0
2864593,196161,train,6,0,16,14.0
2264641,106724,prior,66,4,14,1.0
3063340,169200,prior,11,4,8,14.0
2900787,188320,prior,11,2,12,5.0
771997,18125,prior,36,6,13,5.0
935581,19666,prior,8,1,16,15.0
1969425,60887,prior,3,1,15,8.0
1999922,22005,prior,9,2,15,7.0
764706,57169,prior,14,3,10,14.0
3169054,39021,prior,38,1,12,2.0
2654963,78471,prior,10,3,9,22.0
2949455,14646,prior,22,5,14,9.0
791377,153222,prior,3,1,17,9.0
3384027,196145,prior,2,3,18,10.0
1533966,182976,prior,3,6,13,10.0
2881954,160953,prior,37,4,9,2.0
221442,43786,prior,4,3,9,1.0
1950332,60727,prior,14,0,15,5.0
1206936,195329,prior,33,5,15,6.0
2239517,86690,prior,10,3,13,7.0
1834474,84308,prior,53,2,11,6.0
1769366,71025,prior,4,3,18,30.0
3097057,196025,prior,3,3,11,30.0
1534375,879,prior,17,5,12,3.0
42799,141589,prior,1,2,18,0.0
3016633,83206,prior,8,1,11,30.0
3107298,36767,prior,5,1,10,30.0
1497418,151610,prior,4,5,11,30.0
2664806,150225,prior,81,6,16,1.0
1093511,38552,prior,21,1,18,4.0
149418,147324,prior,2,3,13,7.0
1314464,161621,prior,5,1,9,18.0
284142,203176,prior,8,0,12,7.0
503554,45953,prior,11,2,20,15.0
1011755,172152,prior,20,5,18,30.0
629222,192802,prior,8,0,11,28.0
2301410,88600,prior,18,2,13,5.0
517342,149452,prior,2,0,11,0.0
3098345,11258,prior,5,3,19,10.0
3313251,145450,prior,3,0,8,16.0
2133024,41458,prior,1,5,17,0.0
2868844,93046,prior,13,1,10,7.0
592808,102356,prior,13,3,10,5.0
2240321,6978,prior,93,2,14,4.0
1828177,68966,prior,3,2,12,30.0
2142429,130929,prior,51,0,21,3.0
3209267,13073,prior,2,5,17,30.0
805220,188668,prior,2,0,12,30.0
283685,112610,prior,2,4,9,7.0
1259514,35190,prior,41,4,8,2.0
2538579,49943,prior,13,4,15,30.0
1669698,37838,prior,28,5,14,8.0
2060260,10639,prior,21,5,21,7.0
3054658,130887,prior,6,4,14,8.0
2904087,125033,prior,6,0,15,10.0
104413,141311,prior,25,5,10,6.0
2389056,41193,prior,3,2,11,30.0
2665731,91957,prior,6,4,11,1.0
1201487,181010,prior,1,3,14,0.0
462614,18877,prior,9,6,9,2.0
1417143,44125,prior,5,0,18,7.0
1634958,86271,prior,30,6,12,7.0
69424,100238,prior,18,1,12,24.0
2769272,59553,prior,2,4,18,7.0
925504,147297,prior,12,4,21,12.0
874705,4228,prior,7,5,14,8.0
2138699,105505,prior,5,4,11,30.0
2713816,14552,prior,36,5,20,9.0
1858731,92521,prior,37,3,15,2.0
2716337,194456,prior,9,1,20,30.0
1531103,141012,prior,2,4,7,30.0
1858344,181124,prior,35,3,10,3.0
3062777,53421,prior,2,6,11,30.0
168574,164309,prior,14,4,15,4.0
617889,51385,prior,47,2,14,11.0
1140519,161799,prior,26,0,15,6.0
1502576,77620,prior,29,1,9,6.0
2749113,45991,prior,2,2,15,0.0
2827742,163286,prior,6,6,19,6.0
3158625,117173,prior,25,4,9,16.0
1223236,9724,prior,36,5,18,5.0
1806633,158317,prior,1,3,9,0.0
67396,138292,prior,76,5,8,2.0
3415097,46614,prior,1,3,7,0.0
1259909,186506,prior,52,4,15,0.0
694370,197063,prior,17,0,10,7.0
1555054,107267,prior,1,2,20,0.0
606313,61374,train,4,5,17,30.0
2703356,172073,prior,6,5,17,5.0
48668,121298,prior,12,6,11,10.0
1471607,135341,prior,13,0,21,20.0
883798,79139,prior,2,2,20,30.0
754986,7365,prior,6,6,12,19.0
1509813,122166,prior,4,5,11,6.0
1051191,184399,prior,6,4,16,30.0
166726,170580,prior,13,5,10,5.0
1583472,27764,prior,38,0,10,6.0
1613196,94935,prior,10,5,12,18.0
267760,58583,prior,3,5,14,4.0
2371365,32466,prior,22,1,11,13.0
2347667,185915,prior,27,1,15,9.0
1768495,105574,prior,31,4,10,20.0
543304,38900,prior,4,3,10,1.0
567540,76203,prior,10,3,13,4.0
2551103,133632,prior,5,3,11,30.0
390196,33115,test,20,4,15,30.0
2809980,37780,prior,19,5,11,10.0
283273,75584,prior,45,1,13,1.0
2238952,181070,prior,34,3,7,4.0
1286534,40888,prior,10,5,8,1.0
1266912,15959,prior,2,4,18,25.0
2315528,185301,prior,5,0,9,4.0
2710358,56799,prior,26,0,8,7.0
3375181,174700,prior,1,4,9,0.0
959815,45052,prior,2,2,11,13.0
1752681,69767,prior,3,3,16,3.0
181551,33839,prior,1,4,12,0.0
2255698,82474,prior,2,1,10,26.0
588387,49446,prior,17,6,14,12.0
2283582,53997,prior,31,3,16,6.0
3136491,86066,prior,5,4,10,3.0
474836,26697,prior,4,1,13,16.0
629228,193490,prior,4,5,17,10.0
999231,20660,test,19,1,13,20.0
3005963,176397,prior,24,3,15,2.0
686009,181382,prior,19,0,0,14.0
936589,23347,prior,25,3,17,9.0
1764801,77196,train,4,2,18,30.0
1796724,111698,prior,1,5,16,0.0
2798495,15241,train,11,5,17,2.0
749976,82168,prior,50,1,23,5.0
2422069,36770,prior,5,3,9,30.0
1114886,144648,prior,4,5,19,30.0
1817755,81217,prior,58,3,10,5.0
3260088,27797,prior,20,3,8,2.0
2626443,9788,prior,10,2,11,9.0
319405,62793,prior,10,6,16,12.0
3310541,58086,train,17,1,14,27.0
1184186,62887,prior,9,0,10,8.0
2761030,35309,prior,13,4,19,30.0
1142221,150924,train,33,6,14,8.0
39509,98026,prior,14,6,17,23.0
1085463,188141,prior,7,1,18,1.0
1037898,175344,prior,2,2,0,9.0
1904578,158913,prior,33,5,8,9.0
447924,51522,prior,22,4,7,3.0
1017112,33057,prior,33,1,7,22.0
1495915,56744,prior,18,6,11,7.0
626003,193708,test,77,3,12,3.0
1653326,102635,prior,13,3,16,9.0
2919371,124328,prior,1,1,19,0.0
2519869,53696,prior,14,1,11,19.0
3196475,37002,prior,21,3,1,9.0
2680083,13018,prior,19,4,19,3.0
3003634,133491,prior,14,2,18,6.0
867623,103874,prior,5,0,8,4.0
2249634,167220,train,5,2,16,8.0
950171,176463,prior,16,6,7,6.0
3126860,132363,prior,36,5,20,2.0
149642,191793,prior,14,6,12,10.0
222171,161568,prior,50,1,6,3.0
1359352,88858,train,6,0,16,8.0
155995,132024,prior,33,4,19,18.0
1730480,41490,prior,12,0,16,15.0
655362,126656,prior,3,2,8,26.0
1009347,149239,prior,7,6,11,7.0
2712769,157260,prior,45,0,21,3.0
3062707,188616,prior,39,4,16,3.0
2952988,169657,prior,3,5,20,28.0
834427,9106,prior,25,3,7,2.0
1364493,10417,train,13,3,14,8.0
2142754,166799,prior,4,0,9,18.0
1851968,42233,prior,2,4,18,4.0
2471331,204681,prior,14,1,8,8.0
1446263,43853,prior,3,0,14,11.0
35781,77254,prior,14,3,3,11.0
2735417,49358,prior,3,0,11,9.0
2988423,7990,prior,7,0,13,21.0
325350,69902,prior,3,1,21,5.0
774798,135265,prior,2,1,21,30.0
2628707,2231,prior,90,0,9,3.0
3033496,139679,prior,19,1,9,7.0
2398429,179850,prior,56,0,14,3.0
1135517,68828,prior,17,5,15,28.0
2125956,76313,prior,11,1,19,13.0
68558,126476,prior,3,0,7,17.0
1846374,173813,prior,27,1,10,10.0
2187262,147318,prior,6,6,10,7.0
2995192,131526,prior,32,1,7,13.0
217665,77402,prior,4,2,8,5.0
364701,117889,prior,2,0,15,10.0
2392437,118040,prior,17,0,9,5.0
1085933,80386,prior,10,2,12,9.0
2716761,183608,prior,4,1,20,3.0
2854373,150627,prior,36,6,15,6.0
652180,70365,prior,20,2,17,3.0
2307742,126569,prior,45,1,16,2.0
2454048,141638,prior,13,5,18,2.0
1120159,11157,prior,22,3,15,2.0
1532196,139688,prior,58,3,12,2.0
1577863,93491,prior,4,6,11,30.0
1669976,126600,prior,2,6,10,13.0
3155750,5919,prior,7,6,15,20.0
911781,182649,prior,8,4,15,4.0
539612,118794,prior,4,5,18,6.0
3232974,166013,prior,8,3,13,21.0
313904,25873,prior,23,1,16,7.0
3079303,67834,prior,32,0,8,7.0
826411,137818,prior,29,2,16,3.0
2770098,63265,prior,2,1,10,30.0
1392614,25771,prior,1,1,11,0.0
1991911,102056,prior,5,4,18,5.0
2004633,130475,prior,47,1,11,3.0
142716,21532,prior,1,4,20,0.0
2294834,153567,prior,3,0,20,7.0
1693689,11131,test,29,0,11,2.0
61834,173050,prior,16,3,13,4.0
2272873,78907,prior,56,3,15,3.0
2886759,119845,prior,15,3,18,3.0
246752,182480,prior,7,5,8,7.0
369100,140939,prior,38,2,0,4.0
482809,142697,prior,13,5,16,5.0
1643947,177500,prior,1,6,13,0.0
1745833,199091,prior,33,4,15,2.0
2274802,148112,prior,9,5,12,0.0
1920114,6124,prior,5,5,13,10.0
2952169,196175,prior,24,4,12,6.0
1479159,16286,prior,4,5,15,2.0
1247962,201615,prior,41,0,20,1.0
1532908,161965,prior,19,0,14,7.0
93668,73810,prior,3,0,10,30.0
866527,150609,prior,4,5,10,1.0
2799988,179825,prior,12,2,17,30.0
3331679,165998,prior,61,5,9,3.0
3342791,80628,prior,17,2,9,5.0
1813293,55600,prior,1,1,10,0.0
3153590,148583,prior,28,4,0,6.0
3377836,6360,prior,16,1,14,5.0
1048522,107144,prior,30,4,15,7.0
1126780,102280,prior,3,1,11,14.0
1544666,176465,prior,32,3,12,9.0
1063340,33195,train,69,3,16,3.0
1283382,175199,prior,8,5,17,30.0
2105518,198295,prior,1,1,7,0.0
613734,32937,prior,15,4,9,13.0
1391774,150580,prior,4,2,22,12.0
1102830,50449,prior,16,3,8,7.0
3311686,23396,prior,1,2,8,0.0
64204,184166,prior,9,4,10,21.0
3162727,70236,prior,43,6,10,7.0
1219855,147817,prior,9,0,14,17.0
1480806,4997,prior,17,5,11,7.0
2530056,72988,prior,51,6,10,4.0
2653871,103299,prior,25,1,8,5.0
895212,86384,prior,10,6,9,3.0
81353,117098,prior,20,5,16,17.0
413836,16141,prior,40,1,17,11.0
1720752,121882,prior,17,0,14,10.0
3023641,145473,prior,3,2,10,20.0
3103941,12500,train,4,4,9,30.0
152290,45263,prior,45,1,10,30.0
1576783,176896,prior,55,6,14,7.0
2698427,196879,prior,10,0,13,7.0
2757508,146002,prior,11,2,15,30.0
3149969,112639,prior,2,2,8,7.0
1395509,195453,train,11,4,9,2.0
3343195,107172,test,11,3,16,30.0
205787,81074,prior,6,5,13,8.0
1035044,9406,prior,10,0,14,30.0
2094499,104438,prior,4,1,18,2.0
2437335,87812,prior,1,1,19,0.0
2608580,204069,prior,27,4,8,4.0
2097894,162245,prior,3,0,10,30.0
2184587,159946,prior,2,5,14,25.0
1703164,70547,prior,17,0,10,2.0
2516417,9871,train,7,0,7,9.0
789230,176744,prior,14,6,10,5.0
78317,104196,prior,10,4,9,20.0
1407620,78997,prior,4,1,17,30.0
197226,11722,prior,3,0,13,1.0
1819927,29333,prior,65,5,12,4.0
1179521,203512,prior,18,0,14,5.0
649646,29233,prior,15,1,14,10.0
2527482,148320,prior,21,0,10,30.0
783804,160727,prior,5,1,10,7.0
3034556,174390,prior,29,1,17,3.0
851527,131771,prior,11,2,13,3.0
2551932,114848,prior,5,0,15,9.0
1359375,137383,prior,3,5,12,30.0
1201754,43409,prior,3,2,13,8.0
1083146,118394,prior,4,3,21,21.0
2363948,177718,prior,8,1,11,13.0
811176,63303,prior,46,1,19,8.0
508426,31477,prior,1,0,11,0.0
1649568,53134,prior,4,5,14,3.0
16450,43527,prior,39,0,13,8.0
2156589,152475,prior,1,3,16,0.0
3326048,49508,prior,3,0,12,17.0
1139528,145950,prior,80,4,20,0.0
751185,153731,prior,6,5,10,4.0
1028899,76825,prior,10,3,1,1.0
1631997,67107,prior,10,5,18,4.0
23410,92366,prior,22,5,11,3.0
965773,59490,prior,8,1,9,19.0
316452,4044,prior,18,1,17,4.0
2263772,85587,prior,9,6,14,0.0
2028157,61167,prior,2,1,14,29.0
1300682,84166,prior,24,4,14,0.0
2610529,96080,prior,3,4,8,10.0
2160779,8806,prior,48,4,15,1.0
2682958,196694,test,13,4,13,24.0
2095588,143793,prior,53,3,12,2.0
701516,68733,prior,4,4,12,13.0
58099,90552,prior,1,6,10,0.0
653462,130203,prior,2,6,15,30.0
3206909,31547,prior,4,6,11,30.0
2336937,17235,prior,7,1,9,20.0
3253155,98103,prior,12,6,17,8.0
3297536,108523,prior,7,4,16,30.0
728710,205970,prior,2,3,11,28.0
3001984,145501,prior,1,0,16,0.0
1660357,35273,prior,6,6,8,14.0
889448,9481,prior,1,4,6,0.0
1242628,81668,prior,35,3,8,1.0
2929841,139617,prior,5,0,16,30.0
341167,65673,prior,10,0,10,6.0
2358844,15098,test,5,4,10,13.0
1577571,12010,prior,33,3,11,14.0
1386116,78677,prior,4,2,7,4.0
853614,83894,prior,4,3,21,30.0
758500,87795,prior,17,3,21,30.0
1444556,91367,prior,25,2,16,9.0
2111624,112965,prior,23,3,16,8.0
2862369,85326,prior,29,3,17,5.0
1478851,138985,prior,8,4,14,8.0
3123810,108467,prior,72,4,13,5.0
3369095,25720,prior,6,1,16,16.0
1658335,203150,prior,49,1,14,4.0
2105988,28665,prior,30,2,16,13.0
311007,110007,prior,7,4,19,9.0
1982476,174695,prior,6,1,11,30.0
606844,108534,train,4,0,13,30.0
453899,52477,prior,3,5,13,13.0
2517218,199374,prior,6,4,11,26.0
343969,16800,prior,1,5,15,0.0
1065859,13320,prior,7,6,9,9.0
3283557,42975,prior,70,1,14,7.0
1100410,141280,prior,18,6,8,3.0
3010887,27122,prior,75,3,23,4.0
2936112,136258,prior,36,1,10,4.0
2494517,14375,train,58,0,14,0.0
1806029,115871,prior,13,0,12,7.0
9931,186274,prior,11,2,8,15.0
2382457,140170,prior,21,5,9,5.0
1960637,11808,prior,18,0,20,4.0
1096706,84192,prior,21,0,11,4.0
597176,167232,prior,28,0,8,8.0
212485,46248,prior,8,5,7,6.0
725172,182985,prior,5,1,11,4.0
957806,10955,prior,10,6,11,8.0
2296985,100411,prior,9,1,9,29.0
1817536,48367,prior,27,3,0,15.0
3268636,143135,prior,19,5,16,5.0
1615487,201576,prior,18,3,12,22.0
1337172,100518,prior,30,1,11,5.0
1113668,7923,prior,1,0,10,0.0
1480192,108722,prior,2,4,11,11.0
2656289,61287,prior,6,1,14,10.0
2398177,151061,prior,31,5,12,1.0
1171626,28373,prior,1,2,10,0.0
987406,3252,prior,20,1,12,7.0
299505,78481,prior,32,0,17,4.0
2128063,200301,prior,3,2,9,10.0
872256,97821,prior,30,6,16,2.0
2241613,125123,prior,3,2,10,16.0
1794752,200259,prior,12,0,16,7.0
243498,157611,prior,14,0,6,30.0
877267,157743,prior,2,1,16,30.0
2881912,27796,prior,9,2,9,30.0
1014321,36699,prior,2,4,20,30.0
2590142,117855,prior,1,2,10,0.0
2741980,46101,prior,13,0,10,30.0
2906806,162118,prior,3,6,14,7.0
307141,59502,prior,6,5,18,6.0
2382342,135052,prior,4,1,18,30.0
693753,71744,prior,2,1,17,3.0
2393777,167862,prior,40,2,10,14.0
