product_id,product_name,aisle_id,department_id
658,Keebler Sandies Cashew 12.8 Oz,61,19
1831,Peach-Pear Sparkling Water,115,7
8799,1st Foods Sweet Potatoes,92,18
29744,100% Natural Petite Diced Tomatoes,81,15
45060,Coarse Yellow Corn Meal,30,6
25088,Organix Grain Free Turkey & Vegetable Dog Food,40,8
11410,Box Moscato,62,5
29705,PayDay Peanut Caramel Candy Bars Snack Size,45,19
33384,Black Bean Burgers,42,1
4671,Red Cabbage,83,4
25280,Iced Green Tea Organic Super Fruit,64,7
2949,Apple Pie Flavored English Muffins,93,3
37135,Liquid Laundry Detergent Mountain Rain,75,17
21200,Rice Crisp Crunch Cookies,61,19
22089,Vitamin D Milk,84,16
7837,Bologna,96,20
11462,Organic Sugar Ice Cream Cones,103,19
6933,Strained Whole-Milk Yogurt Blueberry,120,16
30363,Avocado Hommus,67,20
30254,"Wild Pink Salmon, No Salt Added",95,15
19021,Golden Syrup,29,13
33894,Goldfish Cheddar Baked Snack Crackers Multi Packs,78,19
5852,Organic Lollipops,45,19
3003,Ale Premier,27,5
31368,Tree Free Napkins - 250 CT,54,17
22471,Original Entertaining Crackers,78,19
24114,Ground Chicken,49,12
11782,Bing Cherries,24,4
40031,"Olives, Spanish, Manzanilla",110,13
17369,SmartPop! Butter Popping Corn,23,19
15139,Simply Yellow Corn Tortilla Chips,107,19
4365,Hummus With Roasted Garlic,67,20
15920,Variety Pack Hawaiian Potato Chips,107,19
18152,Liquid Teething Relief,6,2
1866,Organics Hawaiian Coconut Milk Facial Wash,109,11
14922,Clarifying Shampoo,22,11
38624,Coconut Cashew Flavor Protein Bar,3,19
14242,Organic Sweetened Condensed Milk,17,13
43313,Simply Made Crispy Lemon Delight Thins Cookies,61,19
6974,Chicken & vegetable dumplings with rice in an Asian-style dipping sauce. Asian-Style Pot Stickers,38,1
19986,Mediterranean Crusted Salmon Fillets,34,1
30462,Aloe Bar Soap,127,11
18915,Real Vegetable Chips Sweets & Carrots,107,19
23423,Original Hawaiian Sweet Rolls,43,3
32469,Chocolate Butter Cookies,8,3
42939,Real Semi-Sweet Chocolate Chips,33,6
28235,Cheesy Cheddar Rotini Pasta Sides,4,9
37798,GravyBones - For Small Dogs Dog Biscuits,40,8
10642,Fuji Apple Fruit Chips,117,19
5213,Halloween Cake Mix,100,21
17444,Hand Cleansing Lavender Natural Fiber Wipes,25,11
12950,Gluten Free Organic Oat Based Cereal,130,14
23307,"Sticky Notes 3\"" x 3\""",87,17
9860,"Chips, Kale & Chia, Sea Salt",50,19
37741,Compostable Cleaning Wipes,114,17
21961,100% Stone Ground Whole Wheat Organic Flour,17,13
16337,Toasted Coconut Ice Cream,37,1
47706,Daily Greens 100% Fruit & Vegetable Juice,31,7
29763,"Yogurt, Organic, Lowfat, Raspberry, 1-1/2% Milkfat",120,16
25319,Z Filets Grilled Beef Dog Treats,40,8
26863,Original Frosted Mini Wheats Little Bites,121,14
28219,Ginger Peach Decaf Longevity Tea Bags,94,7
3414,VIA Instant White Chocolate Mocha,26,7
40238,Hickory Smoked Low Sodium Ham Steak,34,1
43592,Passionate Cherry Juice Frozen Fruit Bar,37,1
38238,Chunky Salsa Mild,51,13
49346,Lemon Sliced Loaf Cake,8,3
24075,Nasal Mist Allergy & Sinus Relief,11,11
22602,Breton White Bean Crackers with Salt & Pepper,100,21
43387,Raw Pure US Honey,29,13
36491,Living Jewel Junmai Sake,6,2
8079,Premium Lots of Pulp Orange Juice,98,7
15187,Berry Sparkling Water Beverage,115,7
3819,Organic Mocha Coffee Concentrate,26,7
46960,Creamy Four Cheese Rice,4,9
37795,Dairy Pure 2% Reduced Fat Milk,84,16
19007,Organic Vegetable Lasagna,38,1
21645,Apple & Cinnamon Adjustable Air Freshener,101,17
47171,Fun Size Peanut Chocolate Candies,45,19
1977,Macrobar with Granola And Coconut,3,19
39401,Organic Peruvian Crunch Bar,45,19
17613,Crispy Wild Alaskan Fish Nuggets,34,1
43926,Powder Fresh Antiperspirant Deodorant,80,11
40798,Cream Cheese Roll,13,20
27466,Wild Mushroom Ravioli,12,9
47755,Baked Vegetable Brown Rice Snaps,78,19
41853,Red Hot Sweet Chili Hot Sauce,72,13
29613,Fuji Apple Crisps,117,19
45442,Air Effects Gain Original Scent,101,17
24474,Cherry Lemon Green Tea Pouches 15 Count,94,7
39916,Lamb & Rice Dog Food,40,8
33127,No Salt Roasted Pistachios,117,19
11024,Organic Lemon Pie Coco Roons,61,19
21349,Miniatures,45,19
43635,Whole Milk Greek Plain,120,16
16150,Organic Seaweed Gomasio,66,6
42350,Peanut Butter Cups Candy,45,19
19815,Mini Organic Fillo Shells,58,1
41470,Apple Cherry Concentrate Frozen,113,1
16311,Tropical Fruit Cups in Lightly Sweetened Fruit Juices,99,15
555,Even The Kitchen Sink Kitchen & Bath Scrubber,114,17
31857,Snicker Doodle Chocolate Enrobed Cookie Dough,71,16
12169,Organic Butternut Squash Bisque,69,15
27548,Original Semisoft Cheese,21,16
5417,Sheer  Blonde Dark Shade Conditioner,22,11
6756,Nature's Colors Decorating Sugars Periwinkle Blue,97,13
25840,55% Vegetable Oil Spread,36,16
4798,Top Chef Ravioli & Chicken Marinara,38,1
17028,Mocha Flavored Ground Coffee,26,7
13712,Cold Brew Coffee Double Espresso with Almond Milk,91,16
1236,Chocolate Mint Cookie Crunch Energy Bar,3,19
23108,Citrus 'n Ginger Dressing & Sauce,5,13
42931,Medium Corn Black Bean & Red Pepper Salsa,51,13
47558,Intense Hydration Night Cream with Clary Sage,73,11
41288,Coconut Chai Green,94,7
42565,Van's Gluten Free Ancient Grains Waffles,52,1
49047,Tumeric Japanese Matcha Elixir,98,7
2287,Hydrating Mist,109,11
16168,Large Organic Omega3 Brown Eggs,86,16
27726,Lemon Seltzer Water,77,7
36920,Farro Perlato,63,9
7146,Green Tea,94,7
43030,Vegan D3 5000 I.U. Softgels,47,11
47856,Milk Chocolate Malt Balls,6,2
24765,In Light Seasoning White Beans,59,15
8442,Caffeine Free Peach DeTox Tea,94,7
15015,Lightweight Extreme Scented Cat Litter,41,8
7519,Meatless Country Potato Sausage,106,12
38386,Powdered Peanut Butter Chia & Flax,88,13
3665,Beef Feast in Roasted Beef Flavor Gravy Cat Food,41,8
48496,All Natural Kiwi Strawberry - 6 CT,98,7
3836,Spinach And Artichoke Hummus,67,20
4120,"Royal Tea, Organic Black Tea",94,7
45242,Decorating Gel White,97,13
24239,White Italian Bread,112,3
10504,Yukon Gold Potatoes 5lb Bag,83,4
45467,Calendula Long Lasting Deodorant,80,11
23276,Soup and Oyster Crackers,78,19
42878,White Tornado Twist Mop,114,17
36912,Grilled Beef Feast in Gravy Cat Food,41,8
4222,Small Spinach And Artichoke Flatbread,79,1
1565,Klondike Petite Potatoes,123,4
47976,Mexican Rice,30,6
11592,Kosher Recipe Secrets Soup & Dip Mix Ranch - 2 CT,33,6
59,Medium Taqueria Style Chipotle Salsa,50,19
28196,Russian Rye Bread,112,3
21077,Cara Cara Navel Orange,24,4
1505,Zero Calorie Fruit Punch Sports Drink,64,7
4293,Sliced Jalapenos in Escabeche,30,6
13107,The Complete Cookie Double Chocolate,3,19
15848,Red Velvet Cake Mix,105,13
19052,Thick Cut Cherrywood Smoked Bacon,106,12
43796,Sweet Peas & Butter Sauce Steamers,116,1
45869,Beet Chips Naked,107,19
25354,Fabric Softener Dryer Sheet Outdoor Fresh 105CT Fabric Enhancers,75,17
10994,"Earplugs, Soft Foam",87,17
19275,Spots Stew Turkey Canned Cat Food,41,8
49281,Traditional Feta Cheese Chunk,21,16
43390,Folly Variety Bottles,27,5
15999,Zero Ion4 Grape Sports Drink,64,7
40573,Gogo Rice Organic White Rice Bowl,4,9
2039,Raspberry Rain Shave Gel,55,11
42769,Chicken Sausage Cilantro Lime,106,12
47281,Raspberry White Chocolate Mochi,37,1
6990,Jasmine & White Cotton Foaming Hand Soap,127,11
719,Scars Cream + SPF 30,118,11
15822,Organic Just Peas And Spinach Baby Food Stage 2,92,18
41490,Breaded Jalapeno Peppers,129,1
15748,Brussels Sprout Stalk,100,21
20413,Berry Pomegranate Chia Energy Bar,3,19
34973,Original Regular To Go Pantiliners,126,11
24484,"Day Cream, Beautiful, Sensitive",109,11
11871,Organic Cranberry Sauce,67,20
15857,Medium Jalfrezi Curry Simmer Sauce,76,6
11343,Dual 2 in 1 Shampoo + Conditioner,22,11
9848,Balsamic Reduction Traditional Balsamic,72,13
32704,Vitamin Code Men's Raw Whole Food Mutlivitamin,47,11
4328,Bacon & Pepperoni Pizza Rolls,79,1
30010,Whole Raw Brazil Nuts,6,2
20059,Perfect Peach Herbal Tea,94,7
48076,Lunchables Uploaded 6-Inch Turkey & Ham Sub Sandwich,13,20
45511,Extra Beer Bottles,27,5
9211,Family Size Instant Baby Red Mashed Potatoes,4,9
22823,Roasted Bell Peppers,110,13
44960,Seasoned Lemon & Pepper Sensations Tuna Medley,95,15
16321,70% Dark Chocolate With Coconut Bar,45,19
22277,Honey Roasted Nuts & Sea Salt Bar,3,19
11133,"Cat Food, Premium Feast Dinner",41,8
38856,Real Vegetable Chips Mediterranean Herbs & A Hint Of Lemon,107,19
3449,Moisturizing Shampoo Unscented,22,11
14262,Variety Pack Apple Pear White Grape 100% Juice,92,18
49623,Freeze-Dried Powder Coconut Water,90,7
3904,Soft Works Pop Container,85,17
14887,Ultimate Flora Senior Formula 30 Billion Probiotic,70,11
30170,Fresh Cut Green Beans,81,15
30672,Seeded Honey Wheat Organic Bread,112,3
22202,Light Options Parmesan & Peppercorn Dressing,89,13
25988,Gourmet Cupcakes Triple Chocolate Filled With Rich Chocolate Fudge,8,3
23721,Real Thai Tea Latte,94,7
19396,79% Virgin Chocolate Yacon Cane Sugar Free Bar,45,19
8246,Total Clean Mint Toothpaste,20,11
48773,Beyond Chicken Homestyle Tenders,34,1
17099,Scent Expressions Clear Gel Ooh-La-La Lavender Scent Antiperspirant & Deodorant Twin,80,11
20035,Aqua Colored 18-Ounce Stainless Steel Water Bottle With Loop Cap,85,17
5465,Facial Tissue With Aloe Lotion,54,17
33937,Stir Fry Pad Thai,66,6
39617,"Shredded Cheese, Cheddar",21,16
14802,Black Pepper Chicken,38,1
31714,Feta Cheese In Brine,21,16
40801,Oven Liners,10,17
9493,Seasoned Croutons,89,13
28754,Milk Chocolate Nuggets,45,19
2101,Chicken & Mushroom Aussie Pies,38,1
11159,Organic Dark Chocolate Almond Nutrition Bar,3,19
15541,Original Almondmilk,91,16
24007,SmartBlend Chicken & Rice Formula Adult Dog Food,40,8
19031,Gluten Free Israeli Couscous,33,6
35906,Boneless & Skinless Chicken Breast,49,12
4585,Hot and Spicy Crispy Pickled Beans,110,13
14124,Fat-Free Refried Beans,30,6
20409,Age Renewal Moisturizing Creme,109,11
15191,Dark Temptation Antiperspirant Stick,80,11
41561,Organic Potatoes,83,4
10443,2 in 1 Dandruff Shampoo + Conditioner with Almond Oil,22,11
34699,Opti-Free Pure Moist Contact Solution,44,11
42156,Daily Probiotic,70,11
47665,Waxed Paper Bags,85,17
5772,Glazed Cake Doughnut Holes,93,3
43699,Nutri-Grain Strawberry Greek Yogurt Cereal Bars,48,14
45638,Aged Balsamic Vinegar,19,13
568,Artisan Style Melts Quattro Formaggi Pizza,79,1
20060,Level Three Coffee Seattle's Best Blend Ground Coffee,26,7
41744,Organic Cacao Beans,117,19
11920,In The Raw Turkey Recipe,40,8
12224,Large Value Pack Brushing Chews,40,8
14749,Snoozeberry Sleep & Relaxation Shot,6,2
7223,71% Virgin Dark Chocolate With Sea Salt Bar,45,19
11811,Raw Probiotics Vaginal Care  50 Billion 38 Strains,70,11
23859,Falafel,6,2
38552,Lime Setlzer Water,115,7
25453,"Lime Juice, 100% Organic",98,7
36450,Twice Baked Potato,13,20
46536,Crispy Windmill Cookies,61,19
42023,Gluten Free Miso Soup Tofu,66,6
26851,Chew-Lotta Long Lasting Chewbone Dog Snacks,40,8
4320,Bento Box,13,20
16114,8 Piece Grilled Chicken,13,20
14250,Dark Chocolate Caramel Bar,45,19
46113,1 Razor Handle and 2 Freesia Scented Razor Refills  Premium BladeRazor System,55,11
48082,Reduced Fat Provolone Cheese with Smoke Flavor,21,16
48264,Chopped Romaine Hearts,123,4
28327,"Chili Sauce, Sweet & Spicy",5,13
27872,Zero Calorie Iced Green Tea Raspberry,94,7
9967,Sparkling Water Beverage Lemon,115,7
8707,Cheddar & Sour Cream Potato Chips,107,19
14483,"Rice Chips, Seaweed, Teriyaki",50,19
20139,Naturals Purifying Makeup Remover Cleaning Towelettes,73,11
20500,Thai Ginger Instant Rice Noodle Soup,66,6
41712,American Classic Creamy Peanut Butter,88,13
11135,Organic Sliced Mushrooms,81,15
9344,Simply 100 Pineapple Blended Non-Fat Greek Yogurt,120,16
35425,Gluten Free Brown Rice English Muffins 6 ct,93,3
47559,Organic Instant Regular Oatmeal,130,14
21003,White Chocolate Macadamia Coffee Creamer,53,16
41741,Cherry Juice Drinks,98,7
2113,Ultra Comfort Care Mega Roll Toilet Paper,54,17
14500,Miso-Cup Ruduced Sodium Soup - 4 CT,66,6
29206,Opcon-A Eye Drops,44,11
923,Country Fresh Old Fashioned Horseradish,88,13
40467,Organic Spinach And Cheese Ravioli,12,9
637,Multigrain Peanut Butter Cereal,121,14
7780,Guava Mamma Vitality Beverage,31,7
1309,"Tooth Gel, with Xylitol, Kid's, Natural Bubble Gum",20,11
48700,Soft-Picks,20,11
3356,Gluten Free Almond Horn Cookie,8,3
6439,Raspberry Ginger Ale,77,7
6316,Grillin' Beans Southern Pit Barbecue Beans,59,15
36394,"Melatonin 3 mg, tablets",47,11
11965,Yellow Rice & Corn With Seasoning,4,9
19840,Pop-Tarts Frosted Cookies & Creme Toaster Pastries,48,14
16288,"Baby Corn, Pickled Whole",81,15
42471,Organic Lowfat Chocolate Milk,84,16
10223,Hello My Name Is Caramel Brownie Stick,45,19
4981,Parmesan and Rosemary Microwave Popcorn,23,19
4600,All Natural French Toast Sticks,52,1
44871,Moscato Spumante Wine,134,5
41465,"Quinoa, Southwest Black Bean",63,9
25920,Orange Mango Juice,31,7
29725,Source Toothbrush Soft,20,11
30879,Marshmallow Mateys Cereal,121,14
20581,Go Figs! Organic Dried Figs,117,19
39109,Butternut Squash & Chestnut Ravioli,12,9
44044,Seasoned Bread Crumbs,5,13
44955,Organic Ambrosia Apples,24,4
14583,Miso & Chia Seed Sesame Seed Dressing,89,13
32730,Blood Orange Sorbetto,37,1
47383,Dandruff Relief Shampoo,22,11
37869,Breakfast Essentials® Classic French Vanilla Powder Drink Mix,48,14
20584,Chunk Style Pink Salmon Skinless Boneless,95,15
20621,Shiitake Dried Black Mushrooms,66,6
3375,Ultratab® Tablets Allergy,11,11
15053,Lowfat Pomegranate Kefir Probiotic Cultured Milk Smoothie,120,16
8292,100 Calorie Healthy Pop Butter Microwave Pop Corn,23,19
45863,Spicy Chicken Noodle Bowl,66,6
15534,Lightly Salted Roasted Edamame,66,6
48809,Original Milk Chocolate Nutrition Shake,65,11
21726,Classic Cheddar Pierogies,129,1
26622,Bowl Brush & Plunger Set,114,17
6186,Black Chilli Beans With Onion Garlic & Chilli Spices,59,15
30274,Artesano Style Bread,112,3
35930,Holland Mints,6,2
24427,Snacks String Cheese Natural Mozzarella Cheese,21,16
34321,Original Pepperoni,96,20
7770,Quick-Tie Tall Kitchen Bags Gallon - 35 CT,60,17
49647,Minute Instant Whole Grain Brown Rice,4,9
23936,Wintermint Sugar-Free Gum,46,19
49105,Classic with Tuna Anchovies & Whitefish Cat Food,41,8
22210,Organic Stage 2 Broccoli Pears & Peas Baby Food,92,18
11166,Volcano Shrimp Cheese & Jalapeno Stuffed,34,1
34913,Ground Beef 85% Lean,7,12
36332,Apple Strawberry Bar,3,19
25413,Chainbreaker White IPA,27,5
42441,Regular Concentrated Bleach,75,17
41523,PreNatal Multivitamin Adult,47,11
40477,Unsweetened Horchata,91,16
9538,Instant Lunch Chicken Flavor,4,9
38447,"Salted Caramel Organic Dark Chocolate, 57% Cocoa",45,19
27704,Safety Razor Blades,55,11
30550,White Mushroom,100,21
46382,Baby Fresh Pampers Baby Wipes Baby Fresh 3X Refill 216 count  Baby Wipes,56,18
11579,M'hamsa Hand-Rolled Couscous,63,9
14787,Double Mocha Cappuccino,26,7
4965,Original Popcorn and Peanuts,23,19
41699,Dark Chocolate & Oats Granola Cookies,61,19
38021,Baklava,8,3
5807,Original Baby Powder,102,18
42121,Mix Spinach,100,21
24425,"Freshly made pasta, rich meat sauce and Real Mozzarella cheese Lasagna with Meat & Sauce",38,1
18256,FloorCare Lemon Scent Squirt & Mop Hardwood Cleaner,114,17
15963,Very Light Absorbency Regular Length Incontinence Liners,126,11
19044,"Just Apple, Raspberry & Avocado Stage 2",92,18
36838,Original Triple Chocolate Protein Energy Bar,3,19
49331,Black Cherry Sparkling Soda,77,7
26692,Corn tortillas filled with chicken & vegetables over a bed of rice topped with a real cheese sauce Chicken Enchiladas with Cheese Sauce & Rice,38,1
46472,Pasteurized Cage Free Eggs,86,16
12721,Bubblemint Sugarfree Gum,46,19
12458,Dundee Orange Marmalade,88,13
16676,Vanilla Sparkling Energy Water,64,7
7584,Lemon Lime Sparkling Energy Water,115,7
40554,Oat Blueberry Lemon Whenever Bars,48,14
19232,One Love Medium Organic Ground Coffee,26,7
