order_id,product_id,add_to_cart_order,reordered
1437389,37440,4,0
317462,46969,7,1
3036860,13292,4,1
1026433,26076,5,1
1243150,31222,1,1
2439272,196,1,0
1907432,13802,11,1
521003,21903,9,1
1769650,7751,2,1
1289757,10509,8,1
685104,38485,12,0
1156030,7952,3,0
2640476,2846,2,1
260612,21616,4,1
3377714,35912,35,1
2406848,7948,14,0
3420768,11520,2,0
1651222,47209,7,1
2727745,28593,11,1
1449179,46667,6,1
2307741,37876,6,1
1863613,22330,1,1
2259623,22849,5,1
1229505,27432,5,1
830635,14992,14,1
3261992,35522,6,0
3354626,9438,1,1
1942615,7559,11,0
3378595,24535,2,1
3411631,13176,6,1
1635800,10246,20,1
943048,12545,29,1
860959,34466,6,1
2637328,19584,7,0
381540,44085,2,1
2932693,27086,8,1
1748581,25340,5,1
1677908,27104,6,1
2906541,31562,11,0
2990678,47242,13,1
1949041,49480,22,1
1370971,28842,1,1
780957,30365,12,0
930270,36011,2,1
1899809,33768,1,1
1304751,26209,3,0
2271217,4138,6,1
441307,14371,4,0
150409,32478,3,1
1458582,3944,16,1
2503491,18027,23,1
1186796,22935,1,1
318716,20828,8,0
2488603,18891,11,0
453819,44350,16,1
2216756,45849,3,1
2955279,5251,5,1
2705732,29654,6,0
611318,32666,4,1
305825,35919,13,0
3079905,28836,21,0
1270085,44566,11,1
1073897,2480,7,0
256417,2611,8,1
2388544,10108,21,0
1816902,11215,21,0
3185158,29574,6,1
732327,42585,4,1
3020368,13176,1,1
2233308,34137,3,1
901349,9808,6,1
2655853,21704,16,1
2462607,13176,3,0
1070805,19660,3,1
2147282,23375,15,1
3266221,47862,16,1
352773,33198,23,1
2487503,49640,9,1
567801,42342,14,0
1380992,38689,4,1
2837378,6489,6,1
2534958,23594,5,1
3313143,33198,3,1
354,43352,1,0
2901013,24263,5,0
1467429,2201,52,0
1969370,16797,2,1
2917660,30489,10,1
504058,21137,3,0
3085509,47626,16,1
3354124,39190,13,0
542612,45856,3,1
3228697,15200,5,1
2217170,19468,13,0
3131301,207,1,1
1401110,14992,7,1
1148161,11520,1,1
2455074,49683,1,1
2742414,35992,4,0
1390611,23357,8,0
3011936,25804,2,1
1867381,23044,8,1
2874644,35003,8,1
2337966,7911,1,0
986147,4799,13,0
496383,14947,4,1
2224388,5006,5,0
1132909,24852,3,1
1373525,42450,12,1
1720264,28862,9,1
2554307,16249,16,0
1429508,38185,7,0
1930251,37257,2,0
32957,20082,8,1
1862940,23165,13,1
2257286,3896,13,1
375671,11782,1,0
2950483,8866,13,0
3360839,18721,16,0
1855826,37067,29,0
1892180,11136,1,0
226163,14647,13,1
89156,41610,7,1
1651304,28590,16,1
1396174,5450,3,1
982793,43279,7,1
2923368,45002,4,0
673163,18281,1,0
705124,37646,6,0
1628874,21903,2,1
2581062,8309,32,1
309271,37774,1,0
3057144,40396,8,1
2047917,24852,1,1
1390621,28371,6,0
3407965,26209,9,1
2348319,1090,17,1
315050,37754,3,1
1673922,27521,27,1
2579103,24964,6,0
1994133,15604,3,1
2377613,21137,10,1
1589514,47766,7,1
2354770,31040,7,1
1471837,40174,2,1
241532,32018,15,0
597450,15404,3,1
2953502,26413,11,1
3284848,27845,1,0
420555,39928,23,1
3294222,10212,11,1
2407661,44632,4,1
515634,24224,20,1
3384818,22935,8,0
2225134,1511,1,1
2154309,31487,12,1
1806848,14280,10,0
2628,12654,3,1
1735977,9839,4,1
2116199,35034,14,1
2583193,24852,6,1
1646903,24964,4,1
1959866,39408,3,1
2409595,35734,11,1
2569870,30827,3,1
1681185,14084,1,0
311092,47626,2,1
1921289,35140,36,0
2179171,21573,6,0
2274200,42719,3,0
3216233,8474,6,1
118400,45763,3,1
2361061,27845,2,0
2312899,38996,3,0
3279726,5025,2,0
3022396,46505,12,0
91507,26165,18,1
1689694,39475,2,1
236273,1468,7,1
2603220,27845,2,1
1813271,33651,12,0
763411,29487,10,0
3373584,28431,4,1
2438694,44570,2,0
480002,26648,5,0
1114870,36082,28,1
762922,16611,3,1
3166220,40377,4,1
995500,39475,7,1
593271,24273,4,0
150262,28535,17,1
2810669,41220,11,1
517247,49111,33,0
2159579,24852,6,1
1046612,36389,17,0
1285420,36676,3,1
3266857,10374,4,1
85718,49215,11,0
6112,39877,7,1
442619,7031,7,0
418000,23645,4,0
1444424,43154,19,0
615019,22935,4,0
1184476,28204,23,1
152074,21019,11,1
1880679,14233,6,0
2923415,15290,38,1
1942632,30406,6,0
1710925,35132,19,1
692206,17948,4,0
3316617,44643,14,0
2303003,28849,8,1
2782716,11448,10,1
760495,5025,15,0
1419332,8825,14,0
2651755,47042,1,1
2529125,47780,7,0
2476194,6489,9,1
2476680,8174,5,0
3123083,605,1,0
1151029,3308,1,1
3397277,8590,12,0
881193,48733,1,1
2246950,11977,8,1
1456510,43406,1,1
1274845,27966,2,0
1314734,4987,25,0
2427614,19678,7,1
1399033,16254,4,1
892631,33120,4,1
8603,44359,14,1
1448052,26842,14,1
576526,30529,3,1
2711974,43374,21,0
1207375,36051,2,1
1231522,23375,5,0
358899,16823,6,1
1940123,14766,3,0
764338,21616,1,0
663065,21436,8,1
2172992,18023,3,1
2731410,16178,24,0
267156,12324,16,0
359777,21903,9,0
283957,14875,6,0
2542257,28842,5,1
2374557,36621,8,1
1218930,17766,2,1
865756,38777,12,1
1523185,39427,2,1
3170578,25659,7,0
2757686,16556,17,0
604692,36735,2,1
1333673,24852,4,1
2016354,13877,10,0
1030261,35898,7,0
1268912,39799,21,1
447101,11888,24,0
947991,17948,10,0
322598,32403,3,1
1823723,25890,10,1
322868,37687,2,1
2696476,33135,8,1
713745,21392,15,0
2859765,13176,5,1
2745667,9076,1,1
1077447,28204,2,1
536157,19005,16,0
2319852,23165,4,0
2177265,6307,1,1
1753539,24964,11,1
1221676,44142,29,1
1593275,31562,12,0
1799835,17316,1,1
2384481,49628,13,1
1424169,32230,5,1
326165,13225,1,1
2991414,47366,13,1
2010552,20345,8,1
480585,21137,12,0
408718,17328,7,1
404426,24154,1,0
1763800,5479,1,1
3177535,44471,10,1
1796651,2232,9,1
2103519,7175,18,0
2113339,20876,2,1
1832163,26901,4,0
813296,40173,11,1
520927,38656,5,1
1902577,16589,8,1
2294705,2979,16,0
1022734,30340,10,0
363174,5456,2,1
163051,17902,5,1
2382698,31231,2,1
266009,13176,3,1
3296201,32177,1,1
701473,34379,13,0
2844253,27522,2,1
2784931,20244,3,1
1326608,14150,13,0
89632,30720,8,0
363216,24852,1,1
1217015,16830,1,0
3022618,25437,19,0
2267880,30192,7,1
439989,45374,12,1
1440152,42317,11,0
2107502,7781,2,1
824924,20327,5,1
2601217,31766,3,0
630019,4605,14,1
1456280,8230,15,0
2227939,12115,9,0
1257142,2361,13,0
1462078,27104,4,0
2506780,31196,12,0
1454637,35951,3,1
1380128,9510,27,1
2702801,38400,4,1
1920401,33379,11,0
1599984,43933,2,0
781104,39121,3,0
2345565,47209,1,1
365435,28199,7,1
3293029,9162,3,1
836888,13800,4,0
391961,36685,11,1
2011624,20995,5,1
2313523,33731,10,1
1820822,34050,5,1
2599998,5384,4,1
1330464,39698,1,1
482081,9138,11,0
2177933,41177,12,1
1023285,38456,24,1
2079425,18840,13,0
3228278,10369,1,0
1102485,1935,14,0
2918577,48285,5,1
2304319,21137,17,1
847650,8736,8,0
381433,12592,1,0
2016087,11422,6,0
104543,25533,5,0
1289218,9387,23,0
2500847,36695,4,1
1368759,12163,6,1
3049892,10312,1,0
66709,24799,10,0
3180086,16145,8,0
2926276,24323,5,1
710317,28985,6,1
1243993,790,17,0
3071108,15902,4,1
1863399,37011,21,0
2470030,42383,2,1
1742063,25659,11,0
2306465,18439,13,1
2075908,45190,2,0
1066559,1463,5,1
102921,37065,9,0
3238309,28985,10,1
2304815,12395,1,1
2905385,40310,11,0
707484,7076,7,1
2511172,46982,4,0
1318037,32976,8,1
2877006,18288,10,0
1038829,30442,5,1
746398,47229,4,1
176889,28849,3,1
98669,47169,9,0
835310,19613,13,1
2871848,9000,13,0
2672967,17871,2,1
1358680,5769,14,0
2849726,49683,6,0
2762379,32403,1,1
210580,18659,12,0
2546606,24507,18,0
2462980,23025,13,0
2673358,5456,6,1
2029543,29240,9,0
713543,8230,8,1
2592625,39832,2,1
2717640,11143,2,1
1826500,4302,4,1
1147562,4372,3,1
1235242,43073,13,1
804973,40156,5,1
1468370,16570,9,0
3321009,16837,1,1
1022034,31506,19,0
83043,38312,2,0
497190,34197,4,0
1352253,24852,2,1
1345137,43789,8,1
2299688,13984,1,1
1907374,44085,4,1
434468,13630,10,0
686699,35951,12,0
729095,7350,7,0
1766108,21267,17,0
1348819,21137,10,1
3045195,20940,5,1
1621638,4210,5,1
1043015,42995,2,0
941900,19678,6,1
3088574,10312,8,0
3089488,3481,4,0
308051,45535,15,1
2151659,1940,3,1
1093013,44097,4,1
2640938,7559,22,0
521959,12846,3,1
1373403,21019,8,1
1784282,40925,6,0
57428,34262,1,0
1784569,5077,4,1
2633533,6347,5,1
3312942,47616,4,0
1093658,19511,6,0
1413321,47763,3,0
1559778,47626,11,0
2666891,44142,18,1
2114430,34,13,0
1516129,28545,7,1
594370,37892,4,1
99158,890,5,1
1008630,34495,4,1
2991777,14218,5,1
2777967,46676,14,1
2763331,27845,2,1
1965615,49605,6,0
2578857,9583,4,1
369805,14127,3,1
1781323,24852,1,1
928004,21560,13,0
2547879,21137,7,1
323625,49235,3,1
1937796,8277,9,1
2564372,15399,7,0
2164096,32566,4,1
2399542,4920,5,1
2569526,38003,2,1
33242,8923,1,1
3184804,30382,5,1
1294002,31717,3,1
2813348,16797,5,1
1047999,41722,4,0
2819533,23165,1,1
178532,8048,4,1
3383926,31255,1,0
2870584,27142,12,0
1742591,10603,8,0
1797690,25157,10,1
919303,47766,19,0
1923510,15160,17,0
2907992,8424,8,0
252407,22849,4,1
2120109,31433,4,1
1711935,46667,4,0
1275264,21582,5,0
2057007,13129,22,0
906436,17795,12,1
1476631,14582,1,1
1188168,9018,27,0
579601,24009,17,0
2678940,8523,4,0
1810430,20479,17,1
2177887,1463,8,0
356591,6348,11,1
2912350,21616,13,1
2468260,26209,3,1
2495736,5025,3,0
2987667,16797,2,0
2830981,18479,13,1
1252443,14875,1,0
610807,33325,5,0
2668827,34642,19,0
1274738,5456,18,0
2776078,38357,6,0
1995385,35221,8,1
3149889,16759,3,1
2546718,37687,2,1
1640838,36857,13,0
3210797,18901,14,1
1314451,21137,3,1
956504,436,8,1
1015202,31717,9,1
2641720,2256,1,1
137346,48795,29,0
619994,28038,10,1
1937850,25640,4,1
149237,196,7,1
2444275,42693,18,1
2931730,260,14,1
3413268,49235,3,1
3140480,34126,6,0
1985189,14347,13,1
2443232,48848,10,0
436085,280,4,0
901426,24184,7,1
2534112,30305,15,0
2303063,35458,13,1
2806253,24964,6,1
1692948,36406,14,0
1220542,15869,6,1
949554,21903,5,1
3295666,32734,11,1
229660,33572,14,0
1706336,26635,11,0
2598658,27845,9,0
824808,27104,3,1
2801287,16019,19,1
2490741,46341,2,0
3092175,3469,2,1
485813,27966,7,0
3177840,19389,6,1
1341442,2452,17,1
1156875,18451,9,0
2226845,23541,17,0
1723611,47626,4,0
874142,24964,18,1
725599,8174,31,0
3307619,39577,5,1
3133128,35883,5,1
1021042,31562,5,0
1391553,5785,15,0
1332695,11853,3,0
941291,49533,12,0
1164946,16262,15,1
1396620,38838,30,1
3241365,25411,8,0
2777281,42629,9,1
1888093,34358,13,0
2895798,28597,4,1
2626669,47966,1,1
2135680,13176,2,1
2575536,28289,7,1
2367777,4920,4,0
1254448,46049,3,1
2354436,21137,5,0
885182,39984,8,1
1467946,35168,16,1
1672198,24852,3,1
2396543,24838,1,1
1516829,47766,1,0
398457,17122,7,1
233243,4920,8,1
334641,5746,2,1
3178524,40545,21,0
121213,31559,6,0
1520231,42460,13,1
1026463,37065,19,0
2124427,37853,9,1
131700,5025,7,1
1235749,43394,12,1
3220867,36550,8,1
614390,39958,1,1
1808507,26706,5,0
2446193,49520,3,1
1100219,1794,2,1
2471118,8174,6,1
933148,17794,4,0
1703103,19057,13,0
3052744,35425,15,0
1247150,10798,11,1
1173973,13740,6,1
341189,19863,11,0
1722230,46962,5,0
1144107,13176,1,1
2178787,12015,10,1
171405,18670,1,1
2055252,26620,6,0
1160944,5679,9,1
1168073,44861,3,0
2677533,45007,3,1
2367991,33135,17,0
559926,32369,6,1
2645790,21903,3,1
1716655,36036,2,0
3350406,39475,1,1
2066809,2350,26,1
869096,20638,8,0
1966037,26916,1,1
2361535,13870,8,1
1957709,18956,10,1
656344,3252,10,0
904093,10717,12,1
2950667,46639,9,0
131463,44142,7,1
1734413,28443,30,0
2226187,18811,7,1
2607673,8518,14,1
90665,1485,11,1
83035,16710,4,1
2972680,40604,20,0
567308,29767,1,0
3208403,46755,6,1
65543,8912,20,0
213520,15100,13,1
1470764,31679,2,0
750937,23909,10,1
3327163,36086,2,1
1988286,15923,18,0
1401590,4086,11,0
436426,30442,5,0
2544431,21903,3,0
89624,20073,4,0
1095865,32300,3,0
781300,30720,9,0
3242591,48935,16,1
379326,21405,7,1
2583821,31778,7,1
1343922,5047,18,0
725642,27086,2,1
2967347,26914,2,1
1714319,13176,7,1
1721035,27372,15,0
742136,41757,8,1
2184324,38689,4,1
880991,43789,16,0
1525045,21709,4,1
669633,44170,5,1
227691,10603,4,0
3408382,10761,37,0
2194493,21267,1,1
3183664,43961,6,1
293952,7088,4,0
2945161,38693,3,1
371697,27104,7,0
1470109,28985,5,1
2797429,10310,2,1
3048562,13646,5,0
2174065,28946,7,1
2457233,28913,4,0
809547,4451,16,1
1946739,10673,13,0
244801,23375,3,1
3352540,41831,5,0
2040333,47630,2,1
3329730,15650,7,0
2801790,33511,1,1
1191340,10473,9,1
122504,22963,2,0
1746818,46667,10,0
3266512,37464,7,1
353344,34584,4,1
37985,19706,7,0
965355,45007,7,0
1704955,14651,22,1
3126230,32691,20,0
2381057,40063,8,0
1894287,9434,5,0
2699071,42585,2,0
1703215,44683,3,0
609703,44310,1,1
1149037,49371,8,0
3340182,33198,7,1
1641545,18883,12,0
1702917,45007,5,1
279078,22149,18,0
960510,16436,10,1
877192,18479,7,0
2045424,30391,5,1
2352442,40386,7,1
1320147,43192,5,1
2231922,3661,9,1
2925811,33198,20,1
1376585,28785,11,0
1985732,24830,13,0
2029237,46003,4,1
1716169,10279,2,1
78749,21497,6,0
1493753,35921,4,1
2288592,28601,4,0
2609104,47766,1,1
2988479,40709,4,1
1379345,10070,1,1
1020338,32691,3,0
1517651,36086,3,1
2214725,29987,7,1
2737577,39928,9,1
1462323,49247,11,1
1861385,6731,9,1
2087555,18488,1,1
2567773,39984,2,1
1823231,21019,5,1
2380137,22035,6,1
738387,41844,8,1
960662,7260,18,0
1330583,45066,8,1
1904931,40332,2,0
2531911,17794,8,1
1825898,40476,17,1
2766653,8518,7,1
411396,5351,8,1
1969561,11140,3,1
3116619,42479,17,0
705709,11520,1,0
3363917,31398,2,1
2760187,8467,12,1
1477139,42587,58,0
3194447,2716,3,0
2145928,13176,5,1
3135893,47156,1,1
674467,23645,2,1
3157004,27307,15,1
638009,47890,9,0
142126,41771,20,1
802613,7781,27,1
2184208,44795,1,0
1588601,48057,9,0
3313945,4210,4,1
1805310,4142,12,1
1450659,4562,14,0
1961439,22935,9,1
2197631,41229,7,1
3342715,9808,5,1
2368574,38656,18,0
428308,44570,2,1
1863139,23734,3,1
1593952,4799,2,1
390249,25753,7,0
504760,12206,33,0
1497725,36397,5,1
721669,47570,4,1
1729783,40604,15,1
1835725,16518,5,0
1579657,14462,1,1
2373245,42450,7,1
1885699,3793,22,1
2400082,27845,4,0
2682116,16283,9,1
3084200,12756,6,1
2502114,9547,28,0
867301,43961,7,1
2437956,23929,4,1
1986794,39928,4,1
102612,27744,2,1
3171873,21944,6,1
448249,42625,4,0
2490060,25005,9,0
2372848,5258,1,1
3072808,26209,5,1
1905465,11714,27,0
1784682,14161,6,1
2570332,36278,1,1
330754,32864,14,1
1503276,19660,3,1
3309120,13176,5,1
969957,9137,5,1
2497558,21137,9,1
1630163,46332,32,1
477285,26364,2,1
2180440,23576,3,1
1909686,24852,5,1
2872537,33731,14,1
2712729,16797,8,1
700634,6948,4,1
1715300,5771,15,1
2496805,27360,1,0
1360346,19173,10,0
2999305,34063,5,0
2768483,4889,7,1
2674318,45531,3,1
1414244,28204,2,1
427837,16209,1,0
1444702,44268,2,0
2109793,18516,12,0
2429259,46945,6,1
950000,19701,16,1
1001272,13176,1,1
1429250,27966,3,1
1906622,40310,18,1
3023428,35547,4,0
119182,26209,16,0
2421528,12756,1,1
1098756,2067,5,1
2238914,17634,17,0
914320,8996,1,1
577627,27979,1,1
1731171,27845,1,1
2648054,7156,5,1
3324547,25489,4,1
2201247,7948,24,1
2967506,1940,5,1
2874301,11073,8,0
2539813,24184,16,0
2924775,40706,9,1
2597879,13166,1,1
3148695,46226,16,1
17354,21616,9,0
874857,23308,11,1
2842812,46667,12,0
1011159,9387,13,1
1785393,45192,1,0
1056862,49424,1,1
1624148,10603,10,0
3259493,13176,1,1
388822,33731,7,1
3031309,34466,6,0
1456868,27510,5,1
2977096,2124,3,0
1445845,27356,3,1
1656185,8131,6,0
1968699,19182,5,0
1672117,13870,3,1
2650309,35363,9,1
3052267,6680,8,1
2680167,26497,5,1
1839854,16415,12,1
3398199,31701,9,1
1959727,17795,7,1
2362851,46755,6,1
1747494,26104,4,1
2232748,16490,4,0
1269757,7963,14,0
776533,17872,5,0
16998,29127,6,1
1735485,16083,2,1
3409863,13536,5,1
637959,7916,2,1
2992917,10385,16,1
359026,33120,4,1
591321,24852,3,1
1975466,38313,8,0
1136490,21334,10,0
2363528,43713,1,1
1840930,48637,14,1
163175,27104,10,1
2293923,3952,11,1
1026367,14159,10,1
3098184,36779,10,1
583529,36475,3,1
1967355,21333,3,1
902026,4605,16,0
612989,30391,5,0
3140798,41388,1,0
3267593,19611,8,1
2071206,27247,4,0
372723,10768,18,1
31404,24852,1,1
351704,36011,14,1
2106499,35221,16,1
1373352,1158,4,1
1813431,12440,8,1
1609667,17115,8,0
2819861,19348,2,1
1926559,30574,12,1
2320492,12916,5,0
3217702,11492,11,1
1842501,31553,12,1
2193428,18382,10,0
2814207,44517,37,0
2700876,13629,12,0
1789357,18078,9,0
906564,6046,3,1
3258418,21137,11,0
764639,30391,10,1
1695633,43577,20,0
2230574,24852,4,1
1195088,17545,2,1
107330,8006,13,0
52141,45007,17,0
1327725,43968,29,1
2618698,24489,6,1
2364918,26914,9,0
