order_id,user_id,order_number,product_id,add_to_cart_order,reordered,cumulative_reorder_per_customer
2507340,4103,4,34524,8,0,0
2507340,4103,4,34819,9,0,0
2507340,4103,4,40614,10,0,0
1506554,4170,6,41329,1,1,1
1506554,4170,6,21405,2,0,1
1506554,4170,6,1408,3,1,2
1506554,4170,6,19970,4,0,2
1506554,4170,6,18385,5,0,2
1506554,4170,6,40078,6,0,2
1506554,4170,6,22548,7,0,2
1506554,4170,6,9472,8,0,2
1506554,4170,6,30720,9,0,2
1506554,4170,6,4799,10,0,2
1506554,4170,6,35682,11,0,2
1506554,4170,6,21137,12,0,2
1506554,4170,6,20542,13,0,2
1506554,4170,6,45066,14,1,3
1986163,4557,24,31539,1,0,0
1986163,4557,24,28545,2,1,1
1986163,4557,24,16367,3,0,1
1986163,4557,24,18409,4,1,2
1986163,4557,24,12480,5,0,2
1986163,4557,24,46747,6,1,3
1986163,4557,24,10006,7,1,4
1067973,4756,3,12315,1,1,1
1067973,4756,3,45123,2,0,1
1067973,4756,3,49374,3,0,1
1067973,4756,3,21137,4,1,2
1067973,4756,3,46979,5,1,3
1067973,4756,3,30169,6,1,4
1067973,4756,3,21053,7,1,5
1067973,4756,3,2838,8,0,5
1067973,4756,3,15655,9,0,5
1791426,4867,3,26709,1,0,0
1791426,4867,3,47284,2,0,0
1791426,4867,3,45681,3,0,0
1791426,4867,3,4478,4,0,0
1791426,4867,3,19076,5,1,1
1791426,4867,3,30506,6,0,1
1791426,4867,3,25985,7,0,1
1791426,4867,3,43715,8,0,1
1791426,4867,3,43409,9,0,1
1791426,4867,3,49060,10,0,1
1791426,4867,3,24852,11,1,2
1791426,4867,3,34640,12,1,3
1791426,4867,3,47234,13,0,3
1791426,4867,3,14697,14,1,4
1607397,5535,7,24964,1,1,1
1607397,5535,7,22935,2,1,2
1607397,5535,7,19660,3,1,3
1607397,5535,7,8859,4,1,4
1607397,5535,7,34040,5,1,5
1607397,5535,7,47209,6,1,6
1607397,5535,7,35535,7,1,7
1607397,5535,7,28601,8,1,8
1607397,5535,7,27521,9,1,9
1607397,5535,7,38456,10,1,10
1607397,5535,7,23147,11,1,11
1607397,5535,7,18963,12,1,12
1607397,5535,7,43484,13,1,13
1607397,5535,7,10621,14,1,14
1607397,5535,7,36389,15,1,15
1607397,5535,7,47734,16,1,16
1607397,5535,7,2078,17,1,17
1607397,5535,7,9839,18,1,18
1535542,6293,5,432,1,1,1
1535542,6293,5,32566,2,0,1
1535542,6293,5,49235,3,1,2
1535542,6293,5,47626,4,1,3
1535542,6293,5,28985,5,0,3
1535542,6293,5,30450,6,1,4
1535542,6293,5,35989,7,0,4
1535542,6293,5,27959,8,1,5
323588,6342,3,17902,1,1,1
323588,6342,3,32689,2,0,1
1200476,7156,1,31701,1,0,0
1200476,7156,1,40174,2,0,0
1200476,7156,1,21137,3,0,0
1200476,7156,1,46584,4,0,0
1200476,7156,1,9020,5,0,0
1200476,7156,1,43967,6,0,0
1200476,7156,1,36216,7,0,0
2194516,7224,16,7762,1,1,1
2194516,7224,16,30778,2,0,1
2194516,7224,16,27240,3,1,2
2194516,7224,16,35633,4,1,3
2194516,7224,16,40332,5,1,4
2194516,7224,16,28449,6,1,5
2194516,7224,16,38996,7,1,6
2194516,7224,16,19488,8,1,7
2194516,7224,16,8590,9,1,8
2194516,7224,16,14168,10,1,9
2194516,7224,16,7306,11,1,10
2194516,7224,16,9028,12,1,11
2194516,7224,16,5386,13,1,12
2194516,7224,16,14161,14,1,13
2194516,7224,16,37766,15,1,14
2194516,7224,16,1848,16,1,15
2194516,7224,16,19348,17,1,16
2194516,7224,16,4396,18,1,17
2194516,7224,16,45656,19,1,18
2194516,7224,16,7702,20,1,19
2194516,7224,16,34160,21,1,20
2194516,7224,16,9623,22,1,21
2194516,7224,16,21980,23,1,22
2194516,7224,16,9076,24,1,23
2194516,7224,16,12782,25,1,24
1851520,7713,40,49544,1,1,1
1851520,7713,40,12013,2,1,2
1851520,7713,40,2120,3,1,3
2096734,7848,10,42611,1,1,1
2096734,7848,10,11636,2,0,1
2096734,7848,10,27117,3,0,1
2096734,7848,10,48946,4,0,1
2096734,7848,10,27294,5,0,1
2096734,7848,10,34355,6,0,1
345398,8417,78,13166,1,1,1
345398,8417,78,12341,2,1,2
345398,8417,78,5785,3,1,3
345398,8417,78,23417,4,0,3
345398,8417,78,31461,5,0,3
345398,8417,78,12381,6,1,4
345398,8417,78,26369,7,1,5
345398,8417,78,13176,8,1,6
345398,8417,78,5467,9,1,7
345398,8417,78,17794,10,1,8
345398,8417,78,47734,11,1,9
345398,8417,78,7054,12,1,10
1054900,8498,2,9755,1,0,0
1054900,8498,2,36316,2,0,0
1054900,8498,2,47866,3,0,0
1054900,8498,2,34160,4,0,0
1054900,8498,2,47977,5,0,0
1054900,8498,2,39408,6,0,0
1054900,8498,2,19734,7,0,0
1054900,8498,2,20118,8,0,0
1054900,8498,2,24179,9,0,0
1054900,8498,2,15902,10,0,0
1054900,8498,2,13194,11,0,0
1054900,8498,2,44085,12,0,0
1054900,8498,2,39618,13,0,0
1054900,8498,2,44156,14,0,0
1658686,8500,13,10106,1,1,1
1658686,8500,13,36305,2,1,2
1658686,8500,13,37646,3,1,3
1658686,8500,13,5077,4,1,4
1658686,8500,13,1463,5,1,5
1658686,8500,13,11941,6,1,6
1658686,8500,13,46346,7,0,6
1658686,8500,13,24852,8,1,7
1658686,8500,13,4957,9,1,8
1658686,8500,13,33787,10,1,9
1658686,8500,13,33370,11,1,10
2607280,8537,33,39558,1,1,1
2607280,8537,33,9387,2,0,1
2607280,8537,33,21616,3,1,2
2607280,8537,33,28985,4,0,2
2607280,8537,33,47626,5,1,3
2607280,8537,33,34466,6,1,4
2607280,8537,33,35973,7,0,4
2470067,8710,2,32521,1,0,0
2470067,8710,2,39719,2,0,0
1201588,8742,38,21077,1,0,0
1201588,8742,38,27845,2,1,1
727225,8745,7,23102,1,1,1
727225,8745,7,18599,2,1,2
727225,8745,7,29586,3,1,3
727225,8745,7,5744,4,1,4
727225,8745,7,7631,5,0,4
1887485,8776,1,26604,1,0,0
1887485,8776,1,12395,2,0,0
1887485,8776,1,28535,3,0,0
1887485,8776,1,40706,4,0,0
1887485,8776,1,47209,5,0,0
1887485,8776,1,39275,6,0,0
1887485,8776,1,1416,7,0,0
1887485,8776,1,4799,8,0,0
3242869,8811,6,27715,1,1,1
3242869,8811,6,46246,2,1,2
3242869,8811,6,33752,3,1,3
3242869,8811,6,23191,4,0,3
807183,9310,1,45679,1,0,0
807183,9310,1,40852,2,0,0
807183,9310,1,24852,3,0,0
807183,9310,1,37687,4,0,0
807183,9310,1,23645,5,0,0
807183,9310,1,25640,6,0,0
807183,9310,1,6489,7,0,0
807183,9310,1,36802,8,0,0
2890157,9578,8,1402,1,1,1
2890157,9578,8,43490,2,0,1
2890157,9578,8,24810,3,1,2
2890157,9578,8,41198,4,0,2
2890157,9578,8,34310,5,0,2
2890157,9578,8,34473,6,0,2
2890157,9578,8,30154,7,0,2
2823729,10185,3,47209,1,0,0
2823729,10185,3,18224,2,1,1
2823729,10185,3,43352,3,1,2
2823729,10185,3,18286,4,1,3
2823729,10185,3,46346,5,1,4
2823729,10185,3,1935,6,0,4
2823729,10185,3,39275,7,0,4
2823729,10185,3,21903,8,0,4
2823729,10185,3,16521,9,1,5
3179447,10293,46,21267,1,1,1
3179447,10293,46,38689,2,1,2
3179447,10293,46,13176,3,1,3
3179447,10293,46,43122,4,1,4
3179447,10293,46,24830,5,0,4
3179447,10293,46,30204,6,1,5
3360812,10438,25,28985,1,1,1
3360812,10438,25,9076,2,1,2
3360812,10438,25,38890,3,0,2
3360812,10438,25,42736,4,0,2
3360812,10438,25,28465,5,1,3
3360812,10438,25,13263,6,1,4
3360812,10438,25,24799,7,1,5
3360812,10438,25,13176,8,1,6
3360812,10438,25,8309,9,1,7
3360812,10438,25,38693,10,1,8
3360812,10438,25,30563,11,0,8
3360812,10438,25,40706,12,1,9
3360812,10438,25,48726,13,0,9
3360812,10438,25,47029,14,0,9
3360812,10438,25,14992,15,0,9
3360812,10438,25,6765,16,0,9
3360812,10438,25,3464,17,0,9
3360812,10438,25,17794,18,1,10
1788296,10447,26,26348,1,1,1
1788296,10447,26,27344,2,1,2
1788296,10447,26,45427,3,1,3
1788296,10447,26,41674,4,1,4
1788296,10447,26,40376,5,1,5
1788296,10447,26,33129,6,1,6
1788296,10447,26,29315,7,1,7
1788296,10447,26,33326,8,1,8
1788296,10447,26,31573,9,1,9
1788296,10447,26,47759,10,1,10
1788296,10447,26,47141,11,1,11
1788296,10447,26,24514,12,1,12
1788296,10447,26,10970,13,1,13
1788296,10447,26,20915,14,1,14
1788296,10447,26,43704,15,1,15
865969,10548,33,48099,1,1,1
865969,10548,33,20084,2,1,2
865969,10548,33,21910,3,1,3
865969,10548,33,48287,4,1,4
865969,10548,33,27966,5,1,5
865969,10548,33,26209,6,1,6
865969,10548,33,41665,7,1,7
865969,10548,33,141,8,1,8
865969,10548,33,17985,9,1,9
865969,10548,33,47209,10,1,10
865969,10548,33,8358,11,1,11
865969,10548,33,21936,12,1,12
865969,10548,33,48491,13,1,13
865969,10548,33,21616,14,1,14
865969,10548,33,26717,15,1,15
865969,10548,33,42265,16,1,16
865969,10548,33,11819,17,0,16
865969,10548,33,11576,18,1,17
865969,10548,33,35628,19,1,18
865969,10548,33,47626,20,1,19
865969,10548,33,31242,21,1,20
865969,10548,33,8053,22,1,21
865969,10548,33,21903,23,1,22
865969,10548,33,39968,24,0,22
865969,10548,33,46667,25,0,22
865969,10548,33,24964,26,1,23
865969,10548,33,43789,27,1,24
865969,10548,33,13984,28,1,25
865969,10548,33,3464,29,0,25
865969,10548,33,8424,30,0,25
2015209,10600,65,47626,1,1,1
2015209,10600,65,47766,2,1,2
2015209,10600,65,42193,3,1,3
2015209,10600,65,24489,4,1,4
2015209,10600,65,26369,5,1,5
2015209,10600,65,35547,6,1,6
213808,11128,8,34969,1,1,1
213808,11128,8,47029,2,0,1
213808,11128,8,48726,3,0,1
213808,11128,8,37825,4,1,2
213808,11128,8,39409,5,1,3
213808,11128,8,4920,6,1,4
213808,11128,8,17794,7,1,5
213808,11128,8,42347,8,1,6
2205816,11238,3,14084,1,1,1
2205816,11238,3,21903,2,0,1
2738283,11767,27,40310,1,1,1
2738283,11767,27,40334,2,1,2
2738283,11767,27,10089,3,1,3
2738283,11767,27,6849,4,1,4
2738283,11767,27,16874,5,1,5
2738283,11767,27,21137,6,1,6
2738283,11767,27,9051,7,1,7
2738283,11767,27,14335,8,1,8
2738283,11767,27,29589,9,1,9
2738283,11767,27,27845,10,1,10
2738283,11767,27,42445,11,1,11
2738283,11767,27,27966,12,1,12
930570,11907,25,21903,1,1,1
930570,11907,25,2855,2,1,2
930570,11907,25,33845,3,1,3
930570,11907,25,13083,4,1,4
930570,11907,25,30742,5,1,5
930570,11907,25,29574,6,1,6
930570,11907,25,28572,7,1,7
930570,11907,25,44329,8,1,8
930570,11907,25,2132,9,1,9
930570,11907,25,26629,10,1,10
930570,11907,25,5250,11,1,11
930570,11907,25,10551,12,1,12
930570,11907,25,9517,13,1,13
930570,11907,25,33716,14,1,14
930570,11907,25,22227,15,1,15
930570,11907,25,21914,16,1,16
930570,11907,25,30169,17,0,16
2888560,12049,4,16759,1,0,0
226156,12611,2,46900,1,0,0
226156,12611,2,2748,2,1,1
226156,12611,2,6341,3,0,1
226156,12611,2,47209,4,0,1
226156,12611,2,31717,5,0,1
226156,12611,2,19261,6,0,1
226156,12611,2,45504,7,0,1
226156,12611,2,22113,8,1,2
3187761,12906,37,4605,1,1,1
3187761,12906,37,10504,2,0,1
3187761,12906,37,27316,3,1,2
3187761,12906,37,4163,4,1,3
3187761,12906,37,17181,5,1,4
3187761,12906,37,9071,6,1,5
3187761,12906,37,43961,7,1,6
3187761,12906,37,47766,8,1,7
3187761,12906,37,2450,9,1,8
3187761,12906,37,13198,10,1,9
3187761,12906,37,28571,11,1,10
3187761,12906,37,31487,12,1,11
1735588,13112,9,35522,1,1,1
1735588,13112,9,22935,2,1,2
1735588,13112,9,5646,3,1,3
1735588,13112,9,18288,4,1,4
1735588,13112,9,27344,5,1,5
1735588,13112,9,23765,6,1,6
1735588,13112,9,13740,7,1,7
1735588,13112,9,39561,8,1,8
1735588,13112,9,28277,9,1,9
1735588,13112,9,45013,10,1,10
1735588,13112,9,18027,11,1,11
1735588,13112,9,11262,12,1,12
1735588,13112,9,31506,13,1,13
1735588,13112,9,46709,14,0,13
1735588,13112,9,12392,15,0,13
1735588,13112,9,45448,16,1,14
1735588,13112,9,9203,17,0,14
3136956,13834,2,38817,1,0,0
1534249,14470,10,47738,1,0,0
1534249,14470,10,37417,2,0,0
1534249,14470,10,29117,3,0,0
1534249,14470,10,40173,4,1,1
1534249,14470,10,17948,5,1,2
1534249,14470,10,40545,6,1,3
1534249,14470,10,27966,7,1,4
1534249,14470,10,26604,8,1,5
1534249,14470,10,35951,9,1,6
1534249,14470,10,10749,10,1,7
1534249,14470,10,21938,11,1,8
1534249,14470,10,28985,12,1,9
1534249,14470,10,10621,13,0,9
886421,14501,1,19488,1,0,0
886421,14501,1,17738,2,0,0
886421,14501,1,18487,3,0,0
886421,14501,1,44787,4,0,0
886421,14501,1,184,5,0,0
886421,14501,1,32519,6,0,0
886421,14501,1,40421,7,0,0
886421,14501,1,6195,8,0,0
886421,14501,1,49363,9,0,0
886421,14501,1,33000,10,0,0
886421,14501,1,49060,11,0,0
886421,14501,1,24004,12,0,0
886421,14501,1,24852,13,0,0
886421,14501,1,28137,14,0,0
886421,14501,1,49678,15,0,0
886421,14501,1,46175,16,0,0
886421,14501,1,41290,17,0,0
886421,14501,1,8718,18,0,0
886421,14501,1,33651,19,0,0
886421,14501,1,25241,20,0,0
886421,14501,1,20378,21,0,0
886421,14501,1,12481,22,0,0
886421,14501,1,40348,23,0,0
886421,14501,1,46650,24,0,0
886421,14501,1,23734,25,0,0
886421,14501,1,3594,26,0,0
268502,14771,3,47788,1,1,1
268502,14771,3,25588,2,1,2
268502,14771,3,29223,3,1,3
268502,14771,3,4920,4,1,4
268502,14771,3,5351,5,1,5
2976247,14800,8,36307,1,1,1
2976247,14800,8,44156,2,0,1
2976247,14800,8,33791,3,0,1
2976247,14800,8,23106,4,0,1
2976247,14800,8,29628,5,0,1
2060834,14820,4,26559,1,0,0
2060834,14820,4,19736,2,0,0
3316088,14850,9,26165,1,1,1
3316088,14850,9,26683,2,1,2
3316088,14850,9,15153,3,1,3
3316088,14850,9,40824,4,1,4
3316088,14850,9,38925,5,1,5
3316088,14850,9,11560,6,1,6
3316088,14850,9,43633,7,1,7
3316088,14850,9,1172,8,0,7
3316088,14850,9,13712,9,0,7
3316088,14850,9,18510,10,0,7
3316088,14850,9,24838,11,0,7
3391101,15000,9,5994,1,1,1
3391101,15000,9,48487,2,1,2
3391101,15000,9,47209,3,1,3
6761,15380,1,8016,1,0,0
6761,15380,1,21884,2,0,0
6761,15380,1,7736,3,0,0
6761,15380,1,30352,4,0,0
6761,15380,1,22474,5,0,0
6761,15380,1,31577,6,0,0
6761,15380,1,12916,7,0,0
6761,15380,1,30095,8,0,0
6761,15380,1,33655,9,0,0
6761,15380,1,29941,10,0,0
6761,15380,1,16797,11,0,0
193077,15578,16,47209,1,0,0
193077,15578,16,4945,2,1,1
193077,15578,16,33232,3,1,2
193077,15578,16,47626,4,1,3
193077,15578,16,49683,5,1,4
193077,15578,16,19322,6,1,5
193077,15578,16,39190,7,1,6
193077,15578,16,46667,8,1,7
193077,15578,16,16083,9,1,8
193077,15578,16,24759,10,1,9
193077,15578,16,2429,11,1,10
193077,15578,16,26209,12,1,11
193077,15578,16,31404,13,1,12
193077,15578,16,41212,14,1,13
193077,15578,16,45066,15,1,14
193077,15578,16,14195,16,1,15
193077,15578,16,43352,17,1,16
193077,15578,16,39877,18,1,17
193077,15578,16,21903,19,1,18
193077,15578,16,7503,20,1,19
193077,15578,16,24120,21,0,19
1577409,15820,1,11520,1,0,0
1577409,15820,1,40396,2,0,0
1577409,15820,1,9076,3,0,0
1577409,15820,1,7412,4,0,0
1577409,15820,1,40604,5,0,0
1577409,15820,1,47144,6,0,0
1577409,15820,1,20345,7,0,0
1577409,15820,1,15290,8,0,0
1577409,15820,1,49683,9,0,0
1577409,15820,1,7058,10,0,0
1577409,15820,1,44661,11,0,0
1577409,15820,1,18625,12,0,0
1577409,15820,1,14429,13,0,0
1577409,15820,1,46505,14,0,0
1577409,15820,1,37458,15,0,0
1577409,15820,1,6860,16,0,0
1577409,15820,1,7228,17,0,0
1577409,15820,1,44142,18,0,0
1577409,15820,1,4799,19,0,0
1577409,15820,1,44643,20,0,0
1577409,15820,1,46900,21,0,0
1577409,15820,1,8177,22,0,0
1577409,15820,1,27086,23,0,0
2898109,15983,1,4932,1,0,0
2898109,15983,1,19678,2,0,0
2898109,15983,1,27744,3,0,0
2898109,15983,1,42736,4,0,0
306597,16793,21,14947,1,1,1
306597,16793,21,27086,2,1,2
306597,16793,21,27297,3,1,3
306597,16793,21,11712,4,1,4
306597,16793,21,24852,5,1,5
306597,16793,21,23630,6,1,6
306597,16793,21,39408,7,1,7
306597,16793,21,37418,8,1,8
306597,16793,21,47792,9,1,9
306597,16793,21,12467,10,1,10
2755194,16999,2,40174,1,1,1
2755194,16999,2,16965,2,1,2
2755194,16999,2,24852,3,1,3
2755194,16999,2,11777,4,1,4
2755194,16999,2,19660,5,1,5
2755194,16999,2,28985,6,1,6
2755194,16999,2,27741,7,0,6
2755194,16999,2,16797,8,0,6
2755194,16999,2,45603,9,0,6
2755194,16999,2,9421,10,0,6
2755194,16999,2,46654,11,0,6
2755194,16999,2,40723,12,0,6
2755194,16999,2,23541,13,0,6
2755194,16999,2,19575,14,0,6
2755194,16999,2,33120,15,0,6
2755194,16999,2,27690,16,0,6
2755194,16999,2,8006,17,0,6
2755194,16999,2,43713,18,0,6
2755194,16999,2,204,19,0,6
2755194,16999,2,38311,20,0,6
241131,17155,35,39928,1,0,0
241131,17155,35,49026,2,1,1
241131,17155,35,43944,3,1,2
241131,17155,35,14084,4,1,3
241131,17155,35,20367,5,1,4
241131,17155,35,36724,6,1,5
241131,17155,35,9748,7,1,6
241131,17155,35,4149,8,1,7
241131,17155,35,42699,9,1,8
241131,17155,35,12703,10,0,8
241131,17155,35,1994,11,1,9
241131,17155,35,14309,12,0,9
241131,17155,35,17231,13,0,9
241131,17155,35,17944,14,0,9
241131,17155,35,21183,15,0,9
1145880,17532,2,41178,1,1,1
1145880,17532,2,29553,2,1,2
1145880,17532,2,48206,3,0,2
1145880,17532,2,49054,4,0,2
2660949,17988,38,10132,1,1,1
2660949,17988,38,21513,2,1,2
2660949,17988,38,45007,3,1,3
2660949,17988,38,26362,4,1,4
2660949,17988,38,41793,5,1,5
2660949,17988,38,30326,6,1,6
2660949,17988,38,45537,7,1,7
2660949,17988,38,5646,8,1,8
2660949,17988,38,16254,9,1,9
2660949,17988,38,11440,10,1,10
2660949,17988,38,3661,11,1,11
2660949,17988,38,28342,12,1,12
2660949,17988,38,40002,13,1,13
2660949,17988,38,46138,14,1,14
2660949,17988,38,15290,15,1,15
2660949,17988,38,28593,16,1,16
2660949,17988,38,25824,17,1,17
2660949,17988,38,30639,18,1,18
2660949,17988,38,44625,19,1,19
2660949,17988,38,7781,20,1,20
2660949,17988,38,30489,21,1,21
2660949,17988,38,25753,22,1,22
2660949,17988,38,43295,23,1,23
807977,18645,1,37687,1,0,0
1527801,18651,3,24852,1,1,1
1527801,18651,3,27247,2,1,2
2804379,18807,65,37646,1,1,1
2804379,18807,65,42536,2,1,2
2804379,18807,65,12341,3,1,3
2804379,18807,65,13829,4,1,4
2804379,18807,65,34214,5,1,5
2964954,19093,5,42495,1,1,1
2964954,19093,5,46820,2,1,2
2964954,19093,5,24852,3,1,3
2964954,19093,5,13733,4,1,4
2964954,19093,5,46979,5,0,4
2964954,19093,5,6046,6,0,4
2964954,19093,5,11454,7,0,4
2630126,19392,16,3561,1,0,0
2630126,19392,16,8518,2,1,1
2630126,19392,16,2651,3,0,1
2630126,19392,16,44910,4,1,2
2630126,19392,16,283,5,0,2
2630126,19392,16,13198,6,1,3
2630126,19392,16,21938,7,1,4
2630126,19392,16,35108,8,1,5
2630126,19392,16,42736,9,0,5
2630126,19392,16,48094,10,0,5
2630126,19392,16,31343,11,0,5
2630126,19392,16,27845,12,0,5
2630126,19392,16,11135,13,0,5
2630126,19392,16,38012,14,0,5
2630126,19392,16,27086,15,1,6
2630126,19392,16,24852,16,1,7
2630126,19392,16,42996,17,0,7
2630126,19392,16,47526,18,0,7
2630126,19392,16,9597,19,0,7
2630126,19392,16,31371,20,1,8
2630126,19392,16,34969,21,0,8
2630126,19392,16,24830,22,0,8
2630126,19392,16,38772,23,0,8
2630126,19392,16,12872,24,0,8
2208749,19595,13,30169,1,1,1
2208749,19595,13,27275,2,1,2
2208749,19595,13,31964,3,1,3
2208749,19595,13,27292,4,1,4
2208749,19595,13,45314,5,1,5
2208749,19595,13,43279,6,1,6
2208749,19595,13,43277,7,1,7
2208749,19595,13,34982,8,1,8
2208749,19595,13,22872,9,1,9
2208749,19595,13,12579,10,1,10
2208749,19595,13,30441,11,1,11
1034268,19663,4,21903,1,1,1
1034268,19663,4,11777,2,0,1
1034268,19663,4,16797,3,0,1
1034268,19663,4,21872,4,0,1
1034268,19663,4,27336,5,1,2
1034268,19663,4,39040,6,0,2
1034268,19663,4,3843,7,0,2
1034268,19663,4,43122,8,0,2
1034268,19663,4,5450,9,1,3
1034268,19663,4,34969,10,0,3
1034268,19663,4,46496,11,0,3
1034268,19663,4,15604,12,0,3
1034268,19663,4,32747,13,1,4
1034268,19663,4,18594,14,0,4
1034268,19663,4,42450,15,0,4
1034268,19663,4,17878,16,0,4
1034268,19663,4,8173,17,0,4
1034268,19663,4,48628,18,1,5
1034268,19663,4,42865,19,1,6
1034268,19663,4,9779,20,1,7
1034268,19663,4,49273,21,0,7
233971,19824,12,24838,1,1,1
233971,19824,12,43295,2,1,2
233971,19824,12,34276,3,1,3
233971,19824,12,39408,4,0,3
1477105,19964,3,25493,1,1,1
